hsa	ocu
ENSG00000175354	ENSOCUG00000001758
ENSG00000125898	ENSOCUG00000026070
ENSG00000083520	ENSOCUG00000006663
ENSG00000185982	ENSOCUG00000017788
ENSG00000132640	ENSOCUG00000016434
ENSG00000160200	ENSOCUG00000017653
ENSG00000125851	ENSOCUG00000015893
ENSG00000081913	ENSOCUG00000015736
ENSG00000184564	ENSOCUG00000000670
ENSG00000132950	ENSOCUG00000013877
ENSG00000071991	ENSOCUG00000017601
ENSG00000101230	ENSOCUG00000001309
ENSG00000100316	ENSOCUG00000026035
ENSG00000100316	ENSOCUG00000033557
ENSG00000100316	ENSOCUG00000027712
ENSG00000100316	ENSOCUG00000024544
ENSG00000182968	ENSOCUG00000017925
ENSG00000041515	ENSOCUG00000034453
ENSG00000101463	ENSOCUG00000025498
ENSG00000088930	ENSOCUG00000013468
ENSG00000141428	ENSOCUG00000028046
ENSG00000134504	ENSOCUG00000014635
ENSG00000125870	ENSOCUG00000001427
ENSG00000077984	ENSOCUG00000025268
ENSG00000133115	ENSOCUG00000006046
ENSG00000141424	ENSOCUG00000000692
ENSG00000075218	ENSOCUG00000000377
ENSG00000101474	ENSOCUG00000027493
ENSG00000088448	ENSOCUG00000007521
ENSG00000125864	ENSOCUG00000015787
ENSG00000198081	ENSOCUG00000004131
ENSG00000185917	ENSOCUG00000014029
ENSG00000204442	ENSOCUG00000009763
ENSG00000204442	ENSOCUG00000039445
ENSG00000175198	ENSOCUG00000017230
ENSG00000100347	ENSOCUG00000023641
ENSG00000198795	ENSOCUG00000005774
ENSG00000149435	ENSOCUG00000026549
ENSG00000154059	ENSOCUG00000013901
ENSG00000125868	ENSOCUG00000021705
ENSG00000075234	ENSOCUG00000000371
ENSG00000075234	ENSOCUG00000029212
ENSG00000125834	ENSOCUG00000000907
ENSG00000141668	ENSOCUG00000004173
ENSG00000198646	ENSOCUG00000009637
ENSG00000126216	ENSOCUG00000013595
ENSG00000100106	ENSOCUG00000032115
ENSG00000100106	ENSOCUG00000003202
ENSG00000173638	ENSOCUG00000001727
ENSG00000197971	ENSOCUG00000025487
ENSG00000182871	ENSOCUG00000024772
ENSG00000088782	ENSOCUG00000002723
ENSG00000172296	ENSOCUG00000001306
ENSG00000215547	ENSOCUG00000029045
ENSG00000089057	ENSOCUG00000006637
ENSG00000185974	ENSOCUG00000014700
ENSG00000205593	ENSOCUG00000003448
ENSG00000152193	ENSOCUG00000028116
ENSG00000122042	ENSOCUG00000001957
ENSG00000122042	ENSOCUG00000032488
ENSG00000102539	ENSOCUG00000014737
ENSG00000122025	ENSOCUG00000004897
ENSG00000100422	ENSOCUG00000001828
ENSG00000101435	ENSOCUG00000029526
ENSG00000101435	ENSOCUG00000024585
ENSG00000101435	ENSOCUG00000021033
ENSG00000089123	ENSOCUG00000001310
ENSG00000100239	ENSOCUG00000013599
ENSG00000180205	ENSOCUG00000001577
ENSG00000134490	ENSOCUG00000015482
ENSG00000252397	ENSOCUG00000018559
ENSG00000212553	ENSOCUG00000027770
ENSG00000212553	ENSOCUG00000024477
ENSG00000212553	ENSOCUG00000026108
ENSG00000212553	ENSOCUG00000026793
ENSG00000212553	ENSOCUG00000022965
ENSG00000212553	ENSOCUG00000021725
ENSG00000212553	ENSOCUG00000022975
ENSG00000212553	ENSOCUG00000018318
ENSG00000212553	ENSOCUG00000025926
ENSG00000212553	ENSOCUG00000026739
ENSG00000212553	ENSOCUG00000026245
ENSG00000212553	ENSOCUG00000027472
ENSG00000212553	ENSOCUG00000021360
ENSG00000212553	ENSOCUG00000024253
ENSG00000212553	ENSOCUG00000026840
ENSG00000212553	ENSOCUG00000027126
ENSG00000212553	ENSOCUG00000028012
ENSG00000212553	ENSOCUG00000027964
ENSG00000212553	ENSOCUG00000021015
ENSG00000212553	ENSOCUG00000023054
ENSG00000212553	ENSOCUG00000028030
ENSG00000212553	ENSOCUG00000023912
ENSG00000212553	ENSOCUG00000025912
ENSG00000212553	ENSOCUG00000025082
ENSG00000212553	ENSOCUG00000026289
ENSG00000212553	ENSOCUG00000024553
ENSG00000212553	ENSOCUG00000023145
ENSG00000149639	ENSOCUG00000004426
ENSG00000201662	ENSOCUG00000019564
ENSG00000251715	ENSOCUG00000028485
ENSG00000251715	ENSOCUG00000028982
ENSG00000202398	ENSOCUG00000023633
ENSG00000222791	ENSOCUG00000020571
ENSG00000201847	ENSOCUG00000018556
ENSG00000200072	ENSOCUG00000032665
ENSG00000180305	ENSOCUG00000026017
ENSG00000101445	ENSOCUG00000027817
ENSG00000136156	ENSOCUG00000025116
ENSG00000183844	ENSOCUG00000023923
ENSG00000277233	ENSOCUG00000031936
ENSG00000204977	ENSOCUG00000003083
ENSG00000101452	ENSOCUG00000009416
ENSG00000198553	ENSOCUG00000003085
ENSG00000207503	ENSOCUG00000019486
ENSG00000154734	ENSOCUG00000016362
ENSG00000134759	ENSOCUG00000000697
ENSG00000150510	ENSOCUG00000000875
ENSG00000189167	ENSOCUG00000026484
ENSG00000100362	ENSOCUG00000027416
ENSG00000159055	ENSOCUG00000009379
ENSG00000124191	ENSOCUG00000008497
ENSG00000100321	ENSOCUG00000012912
ENSG00000170262	ENSOCUG00000021276
ENSG00000160193	ENSOCUG00000023366
ENSG00000133111	ENSOCUG00000014234
ENSG00000133107	ENSOCUG00000012256
ENSG00000100311	ENSOCUG00000038923
ENSG00000180083	ENSOCUG00000027753
ENSG00000042062	ENSOCUG00000016769
ENSG00000186732	ENSOCUG00000001954
ENSG00000197496	ENSOCUG00000024203
ENSG00000158445	ENSOCUG00000024174
ENSG00000130943	ENSOCUG00000009356
ENSG00000100124	ENSOCUG00000032597
ENSG00000149654	ENSOCUG00000014684
ENSG00000154727	ENSOCUG00000006685
ENSG00000124151	ENSOCUG00000005988
ENSG00000274391	ENSOCUG00000023872
ENSG00000274391	ENSOCUG00000024145
ENSG00000274391	ENSOCUG00000029469
ENSG00000100300	ENSOCUG00000004748
ENSG00000223336	ENSOCUG00000039444
ENSG00000223336	ENSOCUG00000035558
ENSG00000080618	ENSOCUG00000017940
ENSG00000150637	ENSOCUG00000012227
ENSG00000136167	ENSOCUG00000017943
ENSG00000183579	ENSOCUG00000009684
ENSG00000197563	ENSOCUG00000005271
ENSG00000277248	ENSOCUG00000036126
ENSG00000277248	ENSOCUG00000037408
ENSG00000277248	ENSOCUG00000031653
ENSG00000277248	ENSOCUG00000034024
ENSG00000200443	ENSOCUG00000028469
ENSG00000209482	ENSOCUG00000026459
ENSG00000209480	ENSOCUG00000025740
ENSG00000263764	ENSOCUG00000037259
ENSG00000159082	ENSOCUG00000001420
ENSG00000128276	ENSOCUG00000010277
ENSG00000128276	ENSOCUG00000028070
ENSG00000215475	ENSOCUG00000029756
ENSG00000124089	ENSOCUG00000010002
ENSG00000102452	ENSOCUG00000008784
ENSG00000100220	ENSOCUG00000008280
ENSG00000124126	ENSOCUG00000012654
ENSG00000128245	ENSOCUG00000007090
ENSG00000128203	ENSOCUG00000006273
ENSG00000100104	ENSOCUG00000006293
ENSG00000100109	ENSOCUG00000006298
ENSG00000124212	ENSOCUG00000000094
ENSG00000151287	ENSOCUG00000002436
ENSG00000155304	ENSOCUG00000013031
ENSG00000054803	ENSOCUG00000000072
ENSG00000183527	ENSOCUG00000008866
ENSG00000054793	ENSOCUG00000021416
ENSG00000134897	ENSOCUG00000012414
ENSG00000100122	ENSOCUG00000022269
ENSG00000196431	ENSOCUG00000024392
ENSG00000133466	ENSOCUG00000038704
ENSG00000125970	ENSOCUG00000000477
ENSG00000185658	ENSOCUG00000008870
ENSG00000278195	ENSOCUG00000026665
ENSG00000136159	ENSOCUG00000007439
ENSG00000136146	ENSOCUG00000012327
ENSG00000102683	ENSOCUG00000003788
ENSG00000089101	ENSOCUG00000015506
ENSG00000139746	ENSOCUG00000008843
ENSG00000185291	ENSOCUG00000022761
ENSG00000182162	ENSOCUG00000005968
ENSG00000102780	ENSOCUG00000015981
ENSG00000100014	ENSOCUG00000000105
ENSG00000205581	ENSOCUG00000025596
ENSG00000101194	ENSOCUG00000007829
ENSG00000011201	ENSOCUG00000034034
ENSG00000011201	ENSOCUG00000030250
ENSG00000128271	ENSOCUG00000008714
ENSG00000136143	ENSOCUG00000025889
ENSG00000100024	ENSOCUG00000004836
ENSG00000101439	ENSOCUG00000008071
ENSG00000177138	ENSOCUG00000029382
ENSG00000100028	ENSOCUG00000004845
ENSG00000004961	ENSOCUG00000010479
ENSG00000124225	ENSOCUG00000030001
ENSG00000146938	ENSOCUG00000017162
ENSG00000183036	ENSOCUG00000036212
ENSG00000169508	ENSOCUG00000024119
ENSG00000199477	ENSOCUG00000028947
ENSG00000199477	ENSOCUG00000020979
ENSG00000199477	ENSOCUG00000026845
ENSG00000199477	ENSOCUG00000018950
ENSG00000199477	ENSOCUG00000025832
ENSG00000139826	ENSOCUG00000015739
ENSG00000100031	ENSOCUG00000026549
ENSG00000139684	ENSOCUG00000026253
ENSG00000139684	ENSOCUG00000009968
ENSG00000125977	ENSOCUG00000000481
ENSG00000075643	ENSOCUG00000000703
ENSG00000183304	ENSOCUG00000029382
ENSG00000102468	ENSOCUG00000009976
ENSG00000101955	ENSOCUG00000008272
ENSG00000207147	ENSOCUG00000028033
ENSG00000083544	ENSOCUG00000014261
ENSG00000182240	ENSOCUG00000028198
ENSG00000166342	ENSOCUG00000007675
ENSG00000154930	ENSOCUG00000013125
ENSG00000133104	ENSOCUG00000017748
ENSG00000126010	ENSOCUG00000012893
ENSG00000177324	ENSOCUG00000013622
ENSG00000133313	ENSOCUG00000004001
ENSG00000183421	ENSOCUG00000002711
ENSG00000185915	ENSOCUG00000014678
ENSG00000091482	ENSOCUG00000001849
ENSG00000101134	ENSOCUG00000009223
ENSG00000149970	ENSOCUG00000014660
ENSG00000102572	ENSOCUG00000003179
ENSG00000160182	ENSOCUG00000010608
ENSG00000158470	ENSOCUG00000005982
ENSG00000101115	ENSOCUG00000011797
ENSG00000100030	ENSOCUG00000013692
ENSG00000132631	ENSOCUG00000010991
ENSG00000136161	ENSOCUG00000016428
ENSG00000100330	ENSOCUG00000009971
ENSG00000150656	ENSOCUG00000004008
ENSG00000101079	ENSOCUG00000004578
ENSG00000160185	ENSOCUG00000006204
ENSG00000178235	ENSOCUG00000013009
ENSG00000032742	ENSOCUG00000003414
ENSG00000128791	ENSOCUG00000017549
ENSG00000125247	ENSOCUG00000013379
ENSG00000206052	ENSOCUG00000001830
ENSG00000150477	ENSOCUG00000000711
ENSG00000171858	ENSOCUG00000027307
ENSG00000160188	ENSOCUG00000015314
ENSG00000184402	ENSOCUG00000021239
ENSG00000133106	ENSOCUG00000000716
ENSG00000101096	ENSOCUG00000012556
ENSG00000160190	ENSOCUG00000022301
ENSG00000242985	ENSOCUG00000034899
ENSG00000199856	ENSOCUG00000035133
ENSG00000133454	ENSOCUG00000006734
ENSG00000251897	ENSOCUG00000028139
ENSG00000207160	ENSOCUG00000018897
ENSG00000212354	ENSOCUG00000019633
ENSG00000207797	ENSOCUG00000018225
ENSG00000202240	ENSOCUG00000027559
ENSG00000206769	ENSOCUG00000018391
ENSG00000206746	ENSOCUG00000025614
ENSG00000127863	ENSOCUG00000011779
ENSG00000078043	ENSOCUG00000006900
ENSG00000160191	ENSOCUG00000004382
ENSG00000134905	ENSOCUG00000023254
ENSG00000166140	ENSOCUG00000005582
ENSG00000168546	ENSOCUG00000001190
ENSG00000196074	ENSOCUG00000004037
ENSG00000185736	ENSOCUG00000004181
ENSG00000167220	ENSOCUG00000006979
ENSG00000147041	ENSOCUG00000008263
ENSG00000067082	ENSOCUG00000002470
ENSG00000185053	ENSOCUG00000004247
ENSG00000165629	ENSOCUG00000004642
ENSG00000173698	ENSOCUG00000007324
ENSG00000134049	ENSOCUG00000012555
ENSG00000215474	ENSOCUG00000027573
ENSG00000179388	ENSOCUG00000000194
ENSG00000104044	ENSOCUG00000003510
ENSG00000120696	ENSOCUG00000006712
ENSG00000120696	ENSOCUG00000014016
ENSG00000177426	ENSOCUG00000013752
ENSG00000120662	ENSOCUG00000025207
ENSG00000221818	ENSOCUG00000011972
ENSG00000100359	ENSOCUG00000012665
ENSG00000211829	ENSOCUG00000014250
ENSG00000151655	ENSOCUG00000004620
ENSG00000172766	ENSOCUG00000013024
ENSG00000151413	ENSOCUG00000017713
ENSG00000104714	ENSOCUG00000001975
ENSG00000134146	ENSOCUG00000003945
ENSG00000141384	ENSOCUG00000005480
ENSG00000129515	ENSOCUG00000029421
ENSG00000155975	ENSOCUG00000008363
ENSG00000188277	ENSOCUG00000005577
ENSG00000166068	ENSOCUG00000009498
ENSG00000133422	ENSOCUG00000017353
ENSG00000102760	ENSOCUG00000014903
ENSG00000102763	ENSOCUG00000014909
ENSG00000248905	ENSOCUG00000005597
ENSG00000151468	ENSOCUG00000002994
ENSG00000141682	ENSOCUG00000031526
ENSG00000159167	ENSOCUG00000005708
ENSG00000175065	ENSOCUG00000007342
ENSG00000149657	ENSOCUG00000006279
ENSG00000151657	ENSOCUG00000004637
ENSG00000104228	ENSOCUG00000007658
ENSG00000256590	ENSOCUG00000025591
ENSG00000087495	ENSOCUG00000023377
ENSG00000120158	ENSOCUG00000008161
ENSG00000182256	ENSOCUG00000011584
ENSG00000126773	ENSOCUG00000029440
ENSG00000176244	ENSOCUG00000032177
ENSG00000176244	ENSOCUG00000016466
ENSG00000198042	ENSOCUG00000008735
ENSG00000152464	ENSOCUG00000024367
ENSG00000152464	ENSOCUG00000022768
ENSG00000134757	ENSOCUG00000007348
ENSG00000183628	ENSOCUG00000004372
ENSG00000174227	ENSOCUG00000000163
ENSG00000206962	ENSOCUG00000020743
ENSG00000125249	ENSOCUG00000032930
ENSG00000123243	ENSOCUG00000016945
ENSG00000139679	ENSOCUG00000002383
ENSG00000147421	ENSOCUG00000017211
ENSG00000166450	ENSOCUG00000027152
ENSG00000213995	ENSOCUG00000015545
ENSG00000126778	ENSOCUG00000014268
ENSG00000118271	ENSOCUG00000017348
ENSG00000154001	ENSOCUG00000003534
ENSG00000183354	ENSOCUG00000016474
ENSG00000170558	ENSOCUG00000003656
ENSG00000121743	ENSOCUG00000003931
ENSG00000165474	ENSOCUG00000010156
ENSG00000051180	ENSOCUG00000016909
ENSG00000121742	ENSOCUG00000026851
ENSG00000044459	ENSOCUG00000002551
ENSG00000260314	ENSOCUG00000003247
ENSG00000172728	ENSOCUG00000000857
ENSG00000121741	ENSOCUG00000017086
ENSG00000188133	ENSOCUG00000008320
ENSG00000176399	ENSOCUG00000006069
ENSG00000156687	ENSOCUG00000017691
ENSG00000147874	ENSOCUG00000003507
ENSG00000107611	ENSOCUG00000029667
ENSG00000239713	ENSOCUG00000023532
ENSG00000109667	ENSOCUG00000011611
ENSG00000164985	ENSOCUG00000009319
ENSG00000198252	ENSOCUG00000029442
ENSG00000166734	ENSOCUG00000005362
ENSG00000202093	ENSOCUG00000018346
ENSG00000100324	ENSOCUG00000026801
ENSG00000206602	ENSOCUG00000019053
ENSG00000271982	ENSOCUG00000021636
ENSG00000101670	ENSOCUG00000013471
ENSG00000038945	ENSOCUG00000014197
ENSG00000126790	ENSOCUG00000013403
ENSG00000080839	ENSOCUG00000005804
ENSG00000107614	ENSOCUG00000007235
ENSG00000128268	ENSOCUG00000008076
ENSG00000179008	ENSOCUG00000004745
ENSG00000109606	ENSOCUG00000003026
ENSG00000100335	ENSOCUG00000012850
ENSG00000222726	ENSOCUG00000039444
ENSG00000222726	ENSOCUG00000035558
ENSG00000150456	ENSOCUG00000003942
ENSG00000150456	ENSOCUG00000012617
ENSG00000141627	ENSOCUG00000015851
ENSG00000150457	ENSOCUG00000009442
ENSG00000185634	ENSOCUG00000006438
ENSG00000151849	ENSOCUG00000007405
ENSG00000184302	ENSOCUG00000004752
ENSG00000207154	ENSOCUG00000018171
ENSG00000176624	ENSOCUG00000012549
ENSG00000187051	ENSOCUG00000023814
ENSG00000100614	ENSOCUG00000009955
ENSG00000092964	ENSOCUG00000016002
ENSG00000196628	ENSOCUG00000002669
ENSG00000137074	ENSOCUG00000000738
ENSG00000182902	ENSOCUG00000006959
ENSG00000151838	ENSOCUG00000013421
ENSG00000138613	ENSOCUG00000004627
ENSG00000148481	ENSOCUG00000016579
ENSG00000131831	ENSOCUG00000026517
ENSG00000167930	ENSOCUG00000015987
ENSG00000100612	ENSOCUG00000002249
ENSG00000025293	ENSOCUG00000007059
ENSG00000047230	ENSOCUG00000002738
ENSG00000199767	ENSOCUG00000028860
ENSG00000152953	ENSOCUG00000012642
ENSG00000180730	ENSOCUG00000015248
ENSG00000133105	ENSOCUG00000000751
ENSG00000131100	ENSOCUG00000006964
ENSG00000165309	ENSOCUG00000012821
ENSG00000171877	ENSOCUG00000000664
ENSG00000073910	ENSOCUG00000015570
ENSG00000147454	ENSOCUG00000004114
ENSG00000100731	ENSOCUG00000003696
ENSG00000142178	ENSOCUG00000034705
ENSG00000142178	ENSOCUG00000033379
ENSG00000142178	ENSOCUG00000039519
ENSG00000142178	ENSOCUG00000023476
ENSG00000142178	ENSOCUG00000024300
ENSG00000142178	ENSOCUG00000030635
ENSG00000142178	ENSOCUG00000030071
ENSG00000142178	ENSOCUG00000030891
ENSG00000142178	ENSOCUG00000038327
ENSG00000142178	ENSOCUG00000035293
ENSG00000142178	ENSOCUG00000025903
ENSG00000142178	ENSOCUG00000035113
ENSG00000142178	ENSOCUG00000027431
ENSG00000142178	ENSOCUG00000027199
ENSG00000142178	ENSOCUG00000024957
ENSG00000142178	ENSOCUG00000034499
ENSG00000142178	ENSOCUG00000037500
ENSG00000142178	ENSOCUG00000029620
ENSG00000142178	ENSOCUG00000039453
ENSG00000142178	ENSOCUG00000031000
ENSG00000170891	ENSOCUG00000013482
ENSG00000177669	ENSOCUG00000014856
ENSG00000147459	ENSOCUG00000014056
ENSG00000169906	ENSOCUG00000022960
ENSG00000155275	ENSOCUG00000021589
ENSG00000102218	ENSOCUG00000005647
ENSG00000160207	ENSOCUG00000009621
ENSG00000243156	ENSOCUG00000008883
ENSG00000207355	ENSOCUG00000028809
ENSG00000012174	ENSOCUG00000016386
ENSG00000200231	ENSOCUG00000028679
ENSG00000201221	ENSOCUG00000020854
ENSG00000201221	ENSOCUG00000022162
ENSG00000206801	ENSOCUG00000020506
ENSG00000201742	ENSOCUG00000020379
ENSG00000124232	ENSOCUG00000009087
ENSG00000169676	ENSOCUG00000026757
ENSG00000182798	ENSOCUG00000016444
ENSG00000182798	ENSOCUG00000024673
ENSG00000169744	ENSOCUG00000015499
ENSG00000102098	ENSOCUG00000007351
ENSG00000137770	ENSOCUG00000005366
ENSG00000150867	ENSOCUG00000017112
ENSG00000124145	ENSOCUG00000009097
ENSG00000204070	ENSOCUG00000009102
ENSG00000104660	ENSOCUG00000013931
ENSG00000183690	ENSOCUG00000010292
ENSG00000179600	ENSOCUG00000005359
ENSG00000083642	ENSOCUG00000006624
ENSG00000147119	ENSOCUG00000004224
ENSG00000120907	ENSOCUG00000000775
ENSG00000179133	ENSOCUG00000030832
ENSG00000124251	ENSOCUG00000009104
ENSG00000020426	ENSOCUG00000014274
ENSG00000141959	ENSOCUG00000026677
ENSG00000171365	ENSOCUG00000017336
