	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
6030422M02Rik	0.0264027	0.0277	0.0232345	0.0	0.0	0.030436	0.0493888	0.0181279	0.0520892	0.025179	0.0337841	0.0	0.0182306	0.00758702	0.0278746	0.02723	0.00722643
Snhg6	59.7283	35.6741	139.195	93.7421	80.9794	82.8299	156.834	178.555	187.03	138.746	167.336	191.613	146.567	120.89	26.8849	37.0214	30.5408
Snord87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ppp1r42	0.155451	0.128612	0.182546	0.0402386	0.0997932	0.0392178	0.194807	0.0744789	0.0505659	0.0869133	0.0327679	0.0784235	0.0353307	0.0294798	0.0966856	0.0944273	0.154846
Cops5	88.0	81.8977	122.063	76.4413	106.868	82.1944	109.788	117.281	137.179	100.602	112.052	119.019	112.608	87.9533	75.7542	84.7394	84.2891
Cspp1	5.83532	7.66639	6.91933	3.13965	8.41892	7.39259	6.27274	5.9874	6.70865	6.30134	6.31507	7.27461	7.60028	6.85973	10.5078	11.8971	12.7034
Arfgef1	27.0753	38.6464	40.9794	15.6636	41.5413	41.0991	38.5445	39.9886	31.0762	39.7631	35.4418	43.3561	35.7305	42.4751	53.7892	49.5169	44.3976
Cpa6	0.190866	0.0375657	0.15745	0.556827	0.0	0.0	0.0402919	0.0123001	0.0707375	0.0	0.137592	0.0	0.0	0.0	0.0	0.00921604	0.0293652
Prex2	4.18877	4.0772	2.8756	6.04177	3.05622	2.83757	1.09214	1.30723	1.18384	1.54564	1.36969	0.954831	1.62834	1.67089	6.17983	8.0072	8.68861
A830018L16Rik	0.0663112	0.049349	0.0654536	0.0183194	0.0305647	0.0226875	0.0	0.0167616	0.0034318	0.0219454	0.0	0.0	0.0	0.00299788	0.0	0.0248586	0.00659509
4932411L15	0.00691713	0.00362733	0.00456559	0.0181558	0.00762287	0.00398647	0.0	0.0126556	0.00681555	0.0	0.0	0.00703749	0.0	0.0029777	0.00274013	0.0	0.00284098
Sulf1	77.6206	30.4033	44.8954	37.0632	32.893	42.7342	17.9243	14.9418	18.0565	18.0948	17.5558	5.59305	20.8822	14.1249	0.778034	0.956116	1.03882
Slco5a1	2.51394	1.14115	1.90687	0.450658	1.13983	1.43257	0.805928	0.894496	0.966486	0.872349	0.705666	0.58011	0.837318	0.689159	0.00398096	0.00778148	0.0123772
Prdm14	0.00865518	0.00908021	0.0	0.0	0.0286079	0.00997726	0.0194256	0.0	0.0	0.00825331	0.00830557	0.0	0.0	0.0	0.0205607	0.0	0.021321
Ncoa2	9.46501	12.5582	13.7439	8.50465	12.2898	14.057	9.75881	11.8825	9.44513	11.8939	10.0009	12.5037	11.0798	13.2049	14.6174	13.4079	12.9378
Tram1	65.0637	62.2799	78.3311	61.7113	73.6352	65.8882	65.1227	62.2406	66.788	62.0722	65.3276	65.2796	65.891	65.5255	73.133	73.9762	67.9667
Lactb2	16.8785	18.3083	28.8375	13.205	21.1533	14.3736	18.9673	22.346	27.7021	23.4378	19.0533	29.4356	19.5325	19.0624	20.2142	19.3105	18.5419
Xkr9	0.239128	2.04577	2.38295	0.0837017	0.487185	0.344633	0.740457	1.23284	1.76069	1.11958	0.896406	2.42972	1.09107	0.805704	0.0378318	0.120081	0.0490537
Gm5523	0.385868	0.514549	0.89632	0.548738	1.18159	0.790555	1.69961	2.01834	1.98324	1.3159	1.85793	1.66056	1.71762	1.91444	0.665535	0.746677	0.696393
Eya1	0.100978	0.102216	0.181722	0.0710649	0.0356837	0.072232	0.255239	0.488933	0.963758	0.385917	0.366551	0.326061	0.514967	0.42552	0.0	0.0	0.0266016
Msc	1.23732	3.22653	0.520416	0.507692	1.03296	1.77169	0.0613361	0.476975	0.134515	0.221085	0.0654002	0.194625	0.155195	0.176402	0.0	0.0	0.0
Trpa1	0.0614098	0.155601	0.202677	0.0298473	0.039487	0.0294899	0.709606	0.526312	1.59669	0.564853	2.40694	1.09193	1.63549	1.15295	0.0	0.00396399	0.0
Kcnb2	0.0529671	0.0384403	0.102201	0.00475254	0.0224592	0.0375642	0.136544	0.0335096	0.136261	0.0426179	0.120928	0.00413665	0.0547602	0.028009	0.0	0.00315729	0.00669778
Terf1	10.4274	9.75357	12.157	6.92727	15.7304	11.704	11.8497	11.5917	12.979	11.6641	12.1865	12.6802	13.5859	12.1018	14.5433	21.0891	20.6962
Gm106	1.83001	1.31392	0.923319	0.29414	1.88195	0.909415	0.483489	0.703466	1.4195	0.876113	0.694446	0.811661	1.3559	0.644766	0.0450898	0.0880983	0.0734716
4930444P10Rik	0.0387376	0.0	0.255431	0.0904806	0.170017	0.402585	0.31371	0.080701	0.155664	0.0752639	0.07548	0.0807106	0.040587	0.0681836	0.0303907	0.266596	0.189624
Rpl7	292.781	291.899	488.634	314.249	511.917	407.511	363.865	441.152	578.733	322.71	390.15	446.417	399.038	333.994	291.52	301.08	283.882
Rdh10	110.707	94.629	135.512	35.1974	167.429	175.74	102.838	107.64	97.2015	95.6271	87.7	59.7328	94.2576	91.6462	321.887	363.09	349.009
Stau2	6.04965	4.76015	5.2889	5.81818	6.56245	7.77802	5.24215	5.03443	4.40939	4.17454	4.39061	3.28032	4.44902	3.60307	7.78445	7.85527	7.51946
Ube2w	30.8592	21.0143	24.3775	22.1887	23.44	26.384	27.9699	22.9973	31.2849	22.3438	31.11	28.6611	29.3476	24.8224	17.2911	19.9974	18.2962
Tceb1	68.4616	50.3213	80.5325	89.1367	75.4491	58.4171	77.7808	71.6186	103.949	64.1547	87.2049	81.7399	85.2146	59.786	64.8855	82.4279	84.1502
D030040B21Rik	0.0	0.0168021	0.0317154	0.0467149	0.00882451	0.0	0.00898155	0.0	0.0236889	0.00763384	0.0	0.00815461	0.0248769	0.0	0.0444007	0.0805561	0.0986562
Tmem70	25.0448	20.3689	30.0904	29.1278	31.0912	28.2098	25.9327	28.5087	27.0742	26.7025	29.237	30.8344	30.0097	28.3236	22.913	24.8372	23.6532
Ly96	12.2283	12.9619	8.8421	8.85686	15.4611	16.0959	9.13108	10.3648	11.2746	7.68317	8.19279	10.1581	9.1959	7.66215	26.303	29.4883	23.5347
Jph1	0.483231	0.577623	0.763158	0.827065	0.975805	0.468431	0.373493	0.48294	0.0933118	0.609975	0.185967	0.0596267	0.588401	0.295025	0.00716144	0.0174952	0.0148466
Gdap1	0.222448	0.0699748	0.0587326	0.0454101	0.0919463	0.0769146	0.0186647	0.0171613	0.0219003	0.0211719	0.0	0.0	0.046022	0.0	0.00881572	0.0387627	0.018278
Pi15	1.02905	0.83816	1.41998	16.9112	0.639088	1.81451	0.785223	1.07346	1.4321	0.851285	0.522037	0.64151	0.948172	0.5696	0.0295033	0.0408472	0.0254817
Crispld1	0.114681	0.131699	0.0576743	0.133775	0.120387	0.144762	0.0610884	0.247154	0.360197	0.327449	0.0366244	0.255303	0.378473	0.169094	0.0	0.0	0.00448725
Crisp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Defb44-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Defb18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Defb41	0.0	0.0	0.0943712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tfap2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0256232	0.0	0.0	0.0	0.0	0.0	0.0
Tfap2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0229846	0.0705622	0.00340069	0.0	0.0	0.0	0.0	0.0	0.0	0.0117638
Pkhd1	2.30229	3.16593	2.97982	0.640714	2.11224	3.06104	2.55105	3.62118	4.27131	3.90959	2.12422	5.56161	3.64155	4.61837	11.0989	12.526	12.6973
4930486I03Rik	1.57e-10	2.38e-10	3.73e-11	1.68e-10	5.82e-10	1.56e-10	9e-11	2.32e-11	1.53e-10	4.69e-11	7.91e-13	0.0400194	2e-10	6.6e-11	1.33e-11	1.19e-11	9.16e-11
Mir206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir133b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il17a	0.0210402	0.0442402	0.0	0.0491136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il17f	0.0	0.0	0.110606	0.0978331	0.0	0.0483477	0.0476172	0.0650443	0.0208245	0.0805378	0.0202337	0.0215427	0.10903	0.0364334	0.264492	0.871223	1.08121
Mcm3	24.2916	24.2416	35.5203	25.5018	29.642	25.3492	28.7316	29.2508	28.5247	30.4234	32.5467	22.8901	30.2315	31.5314	31.6584	67.9062	76.9132
6720483E21Rik	0.0443568	0.18657	0.351161	0.103545	0.0975605	0.230273	0.0504575	0.206613	0.286726	0.106626	0.0642819	0.273843	0.277069	0.0964786	0.0699542	0.119469	0.0907923
Paqr8	5.58355	11.5169	14.4171	3.16744	18.108	12.9269	9.33365	8.85887	7.30884	7.80652	10.7953	9.95302	9.71924	11.4362	15.643	12.4593	12.1955
Efhc1	1.47236	1.37222	0.937776	1.41749	1.32696	1.03272	0.740681	0.668415	0.935235	0.727263	0.553744	0.745592	0.789581	0.666378	2.99875	2.13313	2.00298
Tram2	9.26016	8.26705	5.97109	7.09609	6.43847	7.2504	5.12797	4.2573	3.53095	4.73782	5.70484	4.19981	5.09767	5.81558	6.37015	6.11738	6.24663
Tmem14a	5.90523	8.20905	10.5364	2.71523	11.3152	6.60615	10.2562	10.0262	14.038	11.551	10.6119	11.8317	11.7606	9.73172	5.82027	6.31674	5.67707
Gsta3	25.3926	60.9204	70.4189	11.2251	16.4373	44.4089	24.6471	64.1733	66.9589	49.7211	27.2651	141.856	51.0215	63.2574	6.80628	2.85511	2.58628
Gm4956	0.0430774	0.0452923	0.369459	0.0	0.0947548	0.298164	0.0	0.0222894	0.0	0.0	0.0208026	0.0	0.0224176	0.0	0.0	0.0	0.0
Khdc1a	0.106151	0.198292	0.233789	0.20642	0.389676	0.326514	0.132773	0.243375	0.116556	0.0905508	0.136031	0.144789	0.0978393	0.0815086	0.0	0.0	0.00967826
Khdc1c	0.031359	0.0990804	0.0930715	0.114418	0.103329	0.18098	0.112519	0.164902	0.0313611	0.0947639	0.0684845	0.0162441	0.0	0.0549138	0.0	0.0	0.0
Khdc1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104091	0.0	0.0192831	0.00970102	0.0	0.0104682	0.0	0.0	0.0	0.00414624
Kcnq5	0.288292	0.363881	0.642473	1.05568	0.444312	0.292938	0.799074	0.802708	0.801375	1.02899	0.685176	0.459142	1.03147	0.901042	0.132812	0.228289	0.298157
Rims1	0.0246218	0.0845023	0.146776	0.0	0.0488467	0.0788305	0.0	0.0284991	0.0	0.0	0.0	0.0	0.0	0.00529682	0.0	0.0	0.0
4933415F23Rik	0.0	0.0136964	0.0	0.0152216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir30a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir30c-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ogfrl1	7.71968	7.67967	3.30644	7.08144	4.48969	5.42169	2.70879	3.84665	3.46917	3.00006	3.5482	3.01829	2.67774	2.61486	0.859673	1.07264	0.975798
B3gat2	0.387004	0.520605	0.692105	0.39851	0.584014	0.506615	0.311679	0.333488	0.333983	0.385106	0.284514	0.418543	0.405546	0.294014	0.23064	0.24186	0.292916
Smap1	31.983	29.8949	38.7547	30.8856	36.9216	32.9016	27.8215	30.3588	28.1111	28.7006	28.2238	27.415	27.181	29.7471	44.6752	51.726	51.2258
1110058L19Rik	28.732	21.7142	32.5947	25.1823	30.4318	23.3234	31.2433	38.3464	42.2197	31.9307	36.3836	47.7752	35.705	30.4424	27.3308	23.6979	21.6463
Fam135a	10.7041	13.3671	17.5225	5.347	16.5675	14.9537	14.7044	15.2834	18.7931	15.6253	12.9785	16.789	14.4109	13.5844	15.602	18.3214	17.2945
Col9a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00536311	0.0	0.0	0.0	0.00484699	0.0	0.00436372	0.0
Col19a1	0.00605189	0.0274816	0.00266341	0.00941154	0.00222461	0.00929823	0.00674674	0.0124337	0.00198181	0.0172426	0.00192942	0.0	0.041679	0.0294276	0.00160069	0.0046934	0.0
Lmbrd1	15.2563	14.0342	15.3421	13.5879	13.7209	13.3925	13.7258	12.9305	12.4162	12.0857	13.0451	14.4765	11.8345	11.4577	18.5377	16.883	15.1577
Bai3	0.0547683	0.0123024	0.113623	1.7203	0.00862587	0.0270502	0.0	0.0	0.00769519	0.0	0.00374513	0.0	0.0	0.0	0.0	0.0	0.0
Gm20172	0.0	0.0	0.0	0.0177604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4931408C20Rik	0.0	0.0	0.0	0.0	0.00554872	0.00580141	0.0	0.0	0.0	0.0	0.0	0.00511422	0.0	0.0	0.0	0.00389923	0.00413653
Gm597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00736728	0.0	0.0	0.0	0.0	0.00612304	0.00598191	0.0
Phf3	17.3613	23.4756	26.5577	15.2142	24.2995	25.6106	26.2631	24.78	23.9214	25.2446	25.7797	29.6314	26.3943	27.9131	41.8308	43.0391	41.2171
Ptp4a1	13.1468	12.1937	12.9322	12.4187	17.4694	17.2896	11.5908	11.363	12.4964	10.7386	14.8995	12.6903	14.2894	12.0999	13.2434	13.6927	12.1242
Gm13363	13.1311	21.4473	29.3842	17.0634	30.9888	20.7499	29.1033	29.1996	25.7629	24.1426	29.7565	32.3181	30.1899	28.8434	36.0661	51.9178	48.9441
4931428L18Rik	0.0	0.0	0.0300927	0.0	0.0	0.0	0.0	0.0833826	0.0453801	0.0219385	0.022042	0.0469568	0.0	0.0	0.017981	0.0	0.0388612
Lgsn	0.0121157	0.0127182	3.08e-08	0.0	0.0	0.0	0.0	0.0339682	0.0	0.0	0.0	0.0247477	0.0125645	0.0	2.31e-08	0.0374382	0.0604948
4930521A18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126797	0.0
Gm4850	0.0	0.0	0.262069	0.0	0.0	0.0327515	0.0	0.0	0.0	0.0	0.0275042	0.0	0.0	0.0	0.0223357	0.0435744	0.0464096
Khdrbs2	0.035386	0.0	0.256833	0.0	0.0	0.0204061	0.0400712	0.0	0.122831	0.0	0.0170553	0.0	0.0183877	0.0	0.0	0.0	0.0145
Gm9839	0.0	0.0	0.0219035	0.0	0.0	0.00478537	0.0	0.0	0.0	0.0	0.0	0.0	0.017242	0.0	0.0	0.00319992	0.0
Gm5415	0.0	0.00307009	0.0	0.0	0.0	0.00168723	0.0	0.0	0.0172976	0.0	0.0	0.0	0.0	0.0	0.0	0.0011336	0.0
Prim2	11.9925	9.96511	21.0718	14.8196	14.8166	9.94098	18.6692	15.9426	24.9094	16.9718	19.5551	16.2537	19.3845	14.5105	14.0014	20.5714	20.7243
1700001G17Rik	0.293764	0.402067	0.503779	0.651631	0.387289	0.406845	0.841542	0.884232	0.762909	0.964658	0.683631	0.850896	1.0427	0.950368	0.60094	0.541053	0.552338
Rab23	6.0057	4.76044	6.43668	8.81708	7.30861	6.65722	4.56651	5.5889	5.49754	5.4491	5.8596	5.9725	6.49196	6.29121	8.0326	10.3351	10.926
Bag2	7.90261	8.56456	15.9739	16.5944	16.1339	10.8342	13.4075	13.5235	12.2072	14.4178	13.1724	14.1407	14.7394	18.9153	54.0799	63.2223	61.8655
Zfp451	7.30926	8.24561	8.64233	5.14112	11.385	9.16006	7.74964	8.02363	7.53006	8.13946	6.87209	8.15185	7.82604	7.6482	10.6881	10.9295	10.8348
Gm15455	3.57962	4.21811	4.17113	3.42836	4.36666	4.56193	3.73121	4.44276	4.0652	4.31604	5.27402	5.13484	5.97501	5.84224	5.16368	5.44953	5.4568
Bend6	1.57205	0.850766	1.77488	4.01421	2.30898	1.10562	0.555445	0.580645	0.458692	0.452887	0.626576	0.483895	0.389294	0.349719	2.6687	3.14187	3.5631
Dst	21.1209	21.9492	34.9012	24.1597	24.8591	20.4164	25.8351	20.5596	26.7136	25.9013	26.4304	25.8734	31.8266	29.8456	39.9397	41.4385	42.8555
Mir5103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc115	15.7252	10.1886	15.534	11.6735	12.2957	13.0351	14.5096	16.3662	15.7203	13.837	13.6402	13.8678	13.179	12.1456	14.51	17.3814	17.2764
Imp4	21.9979	20.9621	29.9553	17.2733	26.6145	24.3091	19.6553	23.2799	22.1482	21.7206	21.2537	22.3095	23.0181	23.3055	24.627	28.6196	29.1835
Ptpn18	20.4331	18.334	11.2295	19.9101	13.9014	22.5177	9.0847	12.8196	8.82531	8.41772	9.6619	10.5176	7.2007	8.35193	0.248616	0.36991	0.3071
Prss39	0.0	0.0	0.0	0.0913293	0.0	0.0225661	0.0	0.0	0.0	0.0	0.0188763	0.0	0.0	0.0	0.0	0.0	0.0
Cfc1	0.0242912	0.0	0.0	0.0	0.0	0.0	0.0276913	0.0	0.0241881	0.0	0.0234935	0.0	0.0	0.0	0.0	0.0186777	0.0
Prss40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam123c	0.0200144	0.0	0.00660555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AA619741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129469	0.00687135
Arhgef4	0.947887	1.07216	1.001	1.00964	1.02625	1.14014	1.02627	1.19665	1.07287	1.43796	1.09127	1.45215	1.3144	1.06543	1.50785	1.27536	1.29281
Fam168b	54.073	51.686	59.7973	49.3065	63.9264	67.6698	47.0776	49.7127	40.9135	51.5391	50.9864	47.9262	49.1068	57.8994	68.7414	74.0149	75.4459
Plekhb2	43.6078	58.6227	75.5151	29.2288	68.6699	52.3317	51.0425	53.2058	50.4533	49.2223	51.5601	53.2646	47.9297	57.291	103.759	88.5067	88.4465
Hs6st1	24.1985	33.274	26.1364	20.9006	25.2201	39.1741	16.028	16.234	11.1905	15.275	16.7399	15.5446	15.2813	17.7061	24.8765	21.335	21.2076
Uggt1	25.7407	23.1116	28.4033	27.3447	22.6847	24.9557	18.4676	19.3959	21.0066	23.1492	20.6444	20.1795	21.5355	23.0237	29.2601	30.2112	30.0506
Neurl3	40.017	41.0584	35.641	33.8452	36.0807	38.6223	19.8972	29.0713	29.2929	30.0018	22.6938	33.335	23.4663	29.2707	184.8	133.084	115.092
Arid5a	9.53856	9.0731	7.74111	11.0181	7.88583	10.7979	5.19656	5.55235	4.80443	5.15758	5.51331	3.79039	5.54848	5.11747	2.80296	4.76757	5.04365
4632411B12Rik	24.5425	29.3594	30.8887	16.1137	29.2798	31.0909	21.5172	23.8978	19.4221	23.0385	23.4448	24.7578	24.5982	25.8039	34.7734	37.0107	38.0526
Lman2l	13.3316	11.9078	13.8234	6.24222	10.8086	15.9697	6.30037	6.42854	6.02825	6.42247	8.20091	6.77916	9.14559	8.68741	12.8493	11.7378	11.6585
Cnnm4	12.3798	14.8553	14.3632	5.65889	11.6219	16.7678	9.10903	9.61123	7.10933	8.91843	10.8928	9.65319	10.4067	11.1285	16.1937	20.1892	21.4168
Cnnm3	6.81169	7.68176	7.52093	3.79468	7.95436	8.068	3.72183	4.33638	3.29461	4.29982	4.05835	4.15007	4.4956	4.82953	8.64322	8.45925	8.44058
Ankrd23	3.05575	3.97749	3.10135	1.6614	3.16224	3.74026	18.6254	32.5373	5.17113	43.8308	2.19042	4.0092	55.9392	23.1772	2.32737	1.80633	2.05685
Ankrd39	5.32872	5.04421	5.54066	4.06418	4.38395	5.43987	3.13477	4.57162	3.47036	3.83149	3.69139	4.51602	4.50328	3.53201	3.22721	2.45903	2.79703
Sema4c	16.2686	13.298	12.7825	21.2576	12.4215	15.0306	8.20989	8.30064	6.97454	8.24033	8.16819	7.33532	8.99348	8.69525	10.8519	10.221	10.4577
Fam178b	0.20061	0.272319	0.346523	0.241499	0.126269	0.238732	0.14805	0.134159	0.137952	0.0538255	0.0828175	0.0729345	0.112765	0.0699928	0.184644	0.0992415	0.02349
Cox5b	23.0559	20.1988	26.2412	18.1473	17.4748	18.4426	18.4291	20.4614	24.8334	20.7724	19.8539	18.4396	19.852	20.8322	22.5926	20.6178	27.3033
Actr1b	52.7116	51.6837	70.6547	57.9023	56.4529	64.041	52.9326	57.7506	45.1265	56.436	56.0205	48.9722	58.6683	59.7443	69.403	75.7283	83.8694
4933424G06Rik	0.0440299	0.0694462	0.0290479	0.0513907	0.0242109	0.0	0.0	0.0	0.0437822	0.0423317	0.0425353	0.0679479	0.0	0.0383027	0.104163	0.186365	0.216303
Zap70	0.730839	1.34759	0.675301	1.30333	1.57545	1.72114	0.305152	1.14042	1.74217	1.78396	0.461254	2.0979	0.99542	1.36954	0.0908856	0.145264	0.111401
Tmem131	22.2541	27.7082	29.8674	21.8013	32.2953	26.6214	22.3321	23.0684	22.1574	23.7871	22.6141	22.9562	22.6839	25.6463	57.8093	57.1092	57.7131
