Gene stable ID	UniProtKB/Swiss-Prot ID
ENSG00000082898	O14980
ENSG00000082898	O14980
ENSG00000082898	O14980
ENSG00000082898	O14980
ENSG00000082898	O14980
ENSG00000095564	O14981
ENSG00000078269	O15056
ENSG00000078269	O15056
ENSG00000178921	O15067
ENSG00000141458	O15118
ENSG00000163466	O15144
ENSG00000163466	O15144
ENSG00000111229	O15145
ENSG00000105829	O15155
ENSG00000105829	O15155
ENSG00000171453	O15160
ENSG00000171453	O15160
ENSG00000171453	O15160
ENSG00000188313	O15162
ENSG00000188313	O15162
ENSG00000153140	O15182
ENSG00000204220	O15212
ENSG00000204220	O15212
ENSG00000204220	O15212
ENSG00000204220	O15212
ENSG00000237335	O15212
ENSG00000237335	O15212
ENSG00000237335	O15212
ENSG00000237335	O15212
ENSG00000206283	O15212
ENSG00000206283	O15212
ENSG00000206283	O15212
ENSG00000206283	O15212
ENSG00000235692	O15212
ENSG00000235692	O15212
ENSG00000235692	O15212
ENSG00000235692	O15212
ENSG00000224782	O15212
ENSG00000224782	O15212
ENSG00000224782	O15212
ENSG00000224782	O15212
ENSG00000227057	O15213
ENSG00000226916	O15213
ENSG00000204221	O15213
ENSG00000236222	O15213
ENSG00000206284	O15213
ENSG00000117009	O15229
ENSG00000117009	O15229
ENSG00000117009	O15229
ENSG00000283018	O15235
ENSG00000283018	O15235
ENSG00000283018	O15235
ENSG00000128626	O15235
ENSG00000128626	O15235
ENSG00000128626	O15235
ENSG00000157916	O15258
ENSG00000157916	O15258
ENSG00000280951	O15260
ENSG00000280951	O15260
ENSG00000280951	O15260
ENSG00000148248	O15260
ENSG00000148248	O15260
ENSG00000148248	O15260
ENSG00000090054	O15269
ENSG00000090054	O15269
ENSG00000090054	O15269
ENSG00000100596	O15270
ENSG00000140650	O15305
ENSG00000140650	O15305
ENSG00000140650	O15305
ENSG00000115241	O15355
ENSG00000143748	O15381
ENSG00000143748	O15381
ENSG00000143748	O15381
ENSG00000143748	O15381
ENSG00000143748	O15381
ENSG00000143748	O15381
ENSG00000079950	O15400
ENSG00000079950	O15400
ENSG00000136868	O15431
ENSG00000057468	O15457
ENSG00000106636	O15498
ENSG00000106636	O15498
ENSG00000106636	O15498
ENSG00000067048	O15523
ENSG00000067048	O15523
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000114026	O15527
ENSG00000125352	O15541
ENSG00000109606	O43143
ENSG00000101654	O43148
ENSG00000101654	O43148
ENSG00000101654	O43148
ENSG00000101654	O43148
ENSG00000101654	O43148
ENSG00000101407	O43156
ENSG00000101407	O43156
ENSG00000101407	O43156
ENSG00000103018	O43169
ENSG00000092621	O43175
ENSG00000092621	O43175
ENSG00000204410	O43196
ENSG00000204410	O43196
ENSG00000204410	O43196
ENSG00000204410	O43196
ENSG00000230293	O43196
ENSG00000230293	O43196
ENSG00000230293	O43196
ENSG00000235222	O43196
ENSG00000235222	O43196
ENSG00000235222	O43196
ENSG00000227314	O43196
ENSG00000227314	O43196
ENSG00000227314	O43196
ENSG00000227314	O43196
ENSG00000230961	O43196
ENSG00000230961	O43196
ENSG00000230961	O43196
ENSG00000108344	O43242
ENSG00000099960	O43246
ENSG00000099960	O43246
ENSG00000118094	O43280
ENSG00000118094	O43280
ENSG00000175467	O43290
ENSG00000197858	O43292
ENSG00000197858	O43292
ENSG00000117360	O43395
ENSG00000159082	O43426
ENSG00000159082	O43426
ENSG00000159082	O43426
ENSG00000159082	O43426
ENSG00000155868	O43513
ENSG00000155868	O43513
ENSG00000139726	O43583
ENSG00000184575	O43592
ENSG00000104980	O43615
ENSG00000054116	O43617
ENSG00000054116	O43617
ENSG00000054116	O43617
ENSG00000054116	O43617
ENSG00000130724	O43633
ENSG00000130724	O43633
ENSG00000130724	O43633
ENSG00000130724	O43633
ENSG00000130724	O43633
ENSG00000171566	O43660
ENSG00000171566	O43660
ENSG00000198356	O43681
ENSG00000198356	O43681
ENSG00000169679	O43683
ENSG00000169679	O43683
ENSG00000169679	O43683
ENSG00000071462	O43709
ENSG00000131791	O43741
ENSG00000166747	O43747
ENSG00000166747	O43747
ENSG00000166747	O43747
ENSG00000121897	O43766
ENSG00000121897	O43766
ENSG00000121897	O43766
ENSG00000178537	O43772
ENSG00000134440	O43776
ENSG00000134440	O43776
ENSG00000143479	O43781
ENSG00000143479	O43781
ENSG00000143479	O43781
ENSG00000114767	O43818
ENSG00000166377	O43861
ENSG00000166377	O43861
ENSG00000164815	O43913
ENSG00000164815	O43913
ENSG00000115947	O43929
ENSG00000115947	O43929
ENSG00000115947	O43929
ENSG00000115947	O43929
ENSG00000115947	O43929
ENSG00000126953	O60220
ENSG00000130755	O60234
ENSG00000291873	O60234
ENSG00000153147	O60264
ENSG00000168806	O60294
ENSG00000145495	O60337
ENSG00000145495	O60337
ENSG00000145495	O60337
ENSG00000067208	O60447
ENSG00000067208	O60447
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000068366	O60488
ENSG00000112335	O60493
ENSG00000112335	O60493
ENSG00000112335	O60493
ENSG00000112335	O60493
ENSG00000104915	O60499
ENSG00000104915	O60499
ENSG00000168438	O60508
ENSG00000168438	O60508
ENSG00000165525	O60524
ENSG00000152465	O60551
ENSG00000180104	O60645
ENSG00000180104	O60645
ENSG00000009413	O60673
ENSG00000009413	O60673
ENSG00000009413	O60673
ENSG00000157911	O60683
ENSG00000157911	O60683
ENSG00000116237	O60725
ENSG00000114784	O60739
ENSG00000000419	O60762
ENSG00000138768	O60763
ENSG00000138768	O60763
ENSG00000120333	O60783
ENSG00000123836	O60825
ENSG00000123836	O60825
ENSG00000126768	O60830
ENSG00000126768	O60830
ENSG00000126768	O60830
ENSG00000126768	O60830
ENSG00000292215	O60830
ENSG00000292215	O60830
ENSG00000292215	O60830
ENSG00000292215	O60830
ENSG00000130826	O60832
ENSG00000107223	O60869
ENSG00000107223	O60869
ENSG00000107223	O60869
ENSG00000069345	O60884
ENSG00000135587	O60906
ENSG00000113068	O60925
ENSG00000171865	O60930
ENSG00000040531	O60931
ENSG00000040531	O60931
ENSG00000040531	O60931
ENSG00000131269	O75027
ENSG00000131269	O75027
ENSG00000131269	O75027
ENSG00000071127	O75083
ENSG00000071127	O75083
ENSG00000071127	O75083
ENSG00000071127	O75083
ENSG00000071127	O75083
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000100150	O75140
ENSG00000130787	O75146
ENSG00000103549	O75150
ENSG00000103549	O75150
ENSG00000132361	O75153
ENSG00000132361	O75153
ENSG00000274176	O75175
ENSG00000274176	O75175
ENSG00000274941	O75175
ENSG00000274941	O75175
ENSG00000277114	O75175
ENSG00000277114	O75175
ENSG00000273943	O75175
ENSG00000273943	O75175
ENSG00000276082	O75175
ENSG00000276082	O75175
ENSG00000274616	O75175
ENSG00000274616	O75175
ENSG00000275979	O75175
ENSG00000275979	O75175
ENSG00000277615	O75175
ENSG00000277615	O75175
ENSG00000277600	O75175
ENSG00000277600	O75175
ENSG00000088038	O75175
ENSG00000088038	O75175
ENSG00000093217	O75191
ENSG00000166821	O75192
ENSG00000166821	O75192
ENSG00000088682	O75208
ENSG00000109917	O75312
ENSG00000152484	O75317
ENSG00000171530	O75347
ENSG00000171530	O75347
ENSG00000119541	O75351
ENSG00000197586	O75354
ENSG00000197586	O75354
ENSG00000197586	O75354
ENSG00000117533	O75379
ENSG00000117533	O75379
ENSG00000117533	O75379
ENSG00000149150	O75387
ENSG00000149150	O75387
ENSG00000062485	O75390
ENSG00000243147	O75394
ENSG00000243147	O75394
ENSG00000265808	O75396
ENSG00000196504	O75400
ENSG00000196504	O75400
ENSG00000093009	O75419
ENSG00000093009	O75419
ENSG00000093009	O75419
ENSG00000105819	O75439
ENSG00000277104	O75478
ENSG00000277104	O75478
ENSG00000277104	O75478
ENSG00000277104	O75478
ENSG00000196284	O75486
ENSG00000196284	O75486
ENSG00000196284	O75486
ENSG00000198721	O75521
ENSG00000135801	O75529
ENSG00000135801	O75529
ENSG00000115524	O75533
ENSG00000115524	O75533
ENSG00000115524	O75533
ENSG00000241258	O75575
ENSG00000241258	O75575
ENSG00000241258	O75575
ENSG00000241258	O75575
ENSG00000133997	O75586
ENSG00000133997	O75586
ENSG00000133997	O75586
ENSG00000120992	O75608
ENSG00000120992	O75608
ENSG00000144028	O75643
ENSG00000100416	O75648
ENSG00000100416	O75648
ENSG00000100416	O75648
ENSG00000143155	O75663
ENSG00000143155	O75663
ENSG00000120800	O75691
ENSG00000113569	O75694
ENSG00000113569	O75694
ENSG00000115661	O75716
ENSG00000115661	O75716
ENSG00000198554	O75717
ENSG00000198554	O75717
ENSG00000104889	O75792
ENSG00000151465	O75794
ENSG00000130811	O75821
ENSG00000084073	O75844
ENSG00000109929	O75845
ENSG00000109929	O75845
ENSG00000007255	O75865
ENSG00000007255	O75865
ENSG00000007255	O75865
ENSG00000007255	O75865
ENSG00000138413	O75874
ENSG00000138413	O75874
ENSG00000138413	O75874
ENSG00000059691	O75879
ENSG00000133028	O75880
ENSG00000167863	O75947
ENSG00000167863	O75947
ENSG00000108010	O76003
ENSG00000108010	O76003
ENSG00000108010	O76003
ENSG00000166855	O76031
ENSG00000100003	O76054
ENSG00000100003	O76054
ENSG00000100003	O76054
ENSG00000174780	O76094
ENSG00000174780	O76094
ENSG00000204348	O77932
ENSG00000204348	O77932
ENSG00000204348	O77932
ENSG00000225682	O77932
ENSG00000225682	O77932
ENSG00000225682	O77932
ENSG00000206346	O77932
ENSG00000206346	O77932
ENSG00000206346	O77932
ENSG00000236765	O77932
ENSG00000236765	O77932
ENSG00000236765	O77932
ENSG00000224313	O77932
ENSG00000224313	O77932
ENSG00000224313	O77932
ENSG00000234798	O77932
ENSG00000234798	O77932
ENSG00000234798	O77932
ENSG00000131459	O94808
ENSG00000198862	O94822
ENSG00000198862	O94822
ENSG00000198862	O94822
ENSG00000291534	O94822
ENSG00000291534	O94822
ENSG00000291534	O94822
ENSG00000154174	O94826
ENSG00000196187	O94886
ENSG00000163960	O94888
ENSG00000147471	O94903
ENSG00000075539	O94915
ENSG00000183020	O94973
ENSG00000183020	O94973
ENSG00000183020	O94973
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000138674	O94979
ENSG00000157456	O95067
ENSG00000174851	O95070
ENSG00000275932	O95147
ENSG00000275932	O95147
ENSG00000275932	O95147
ENSG00000276023	O95147
ENSG00000276023	O95147
ENSG00000276023	O95147
ENSG00000162482	O95154
ENSG00000130939	O95155
ENSG00000130939	O95155
ENSG00000130939	O95155
ENSG00000070061	O95163
ENSG00000070061	O95163
ENSG00000168924	O95202
ENSG00000104660	O95214
ENSG00000104660	O95214
ENSG00000108587	O95249
ENSG00000108587	O95249
ENSG00000136504	O95251
ENSG00000136504	O95251
ENSG00000136504	O95251
ENSG00000136504	O95251
ENSG00000136504	O95251
ENSG00000136504	O95251
ENSG00000107669	O95260
ENSG00000107669	O95260
ENSG00000107669	O95260
ENSG00000124164	O95292
ENSG00000124164	O95292
ENSG00000130313	O95336
ENSG00000198682	O95340
ENSG00000198682	O95340
ENSG00000136824	O95347
ENSG00000136824	O95347
ENSG00000136824	O95347
ENSG00000197548	O95352
ENSG00000197548	O95352
ENSG00000197548	O95352
ENSG00000197548	O95352
ENSG00000197548	O95352
ENSG00000145982	O95363
ENSG00000145982	O95363
ENSG00000205339	O95373
ENSG00000164609	O95391
ENSG00000013375	O95394
ENSG00000013375	O95394
ENSG00000013375	O95394
ENSG00000013375	O95394
ENSG00000013375	O95394
ENSG00000013375	O95394
ENSG00000124217	O95396
ENSG00000169217	O95400
ENSG00000169217	O95400
ENSG00000197563	O95427
ENSG00000197563	O95427
ENSG00000197563	O95427
ENSG00000197563	O95427
ENSG00000197563	O95427
ENSG00000197563	O95427
ENSG00000197563	O95427
ENSG00000100591	O95433
ENSG00000100591	O95433
ENSG00000166224	O95470
ENSG00000166224	O95470
ENSG00000166224	O95470
ENSG00000166224	O95470
ENSG00000164346	O95478
ENSG00000113615	O95486
ENSG00000113615	O95486
ENSG00000138802	O95487
ENSG00000138802	O95487
ENSG00000138802	O95487
ENSG00000008130	O95544
ENSG00000008130	O95544
ENSG00000008130	O95544
ENSG00000143158	O95563
ENSG00000143158	O95563
ENSG00000171806	O95568
ENSG00000171806	O95568
ENSG00000068654	O95602
ENSG00000127337	O95619
ENSG00000284103	O95620
ENSG00000105865	O95620
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000080802	O95628
ENSG00000105171	O95707
ENSG00000152904	O95749
ENSG00000152904	O95749
ENSG00000152904	O95749
ENSG00000152904	O95749
ENSG00000128534	O95777
ENSG00000107201	O95786
ENSG00000107201	O95786
ENSG00000243725	O95801
ENSG00000130204	O96008
ENSG00000130204	O96008
ENSG00000130204	O96008
ENSG00000130204	O96008
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000183765	O96017
ENSG00000198727	P00156
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000148672	P00367
ENSG00000228716	P00374
ENSG00000228716	P00374
ENSG00000228716	P00374
ENSG00000104687	P00390
ENSG00000104687	P00390
ENSG00000104687	P00390
ENSG00000104687	P00390
ENSG00000198804	P00395
ENSG00000198712	P00403
ENSG00000198938	P00414
ENSG00000142168	P00441
ENSG00000036473	P00480
ENSG00000291814	P00491
ENSG00000291814	P00491
ENSG00000198805	P00491
ENSG00000198805	P00491
ENSG00000102144	P00558
ENSG00000102144	P00558
ENSG00000196839	P00813
ENSG00000198899	P00846
ENSG00000130707	P00966
ENSG00000130707	P00966
ENSG00000130707	P00966
ENSG00000004939	P02730
ENSG00000113161	P04035
ENSG00000113161	P04035
ENSG00000113161	P04035
ENSG00000113161	P04035
ENSG00000113161	P04035
ENSG00000113161	P04035
ENSG00000121691	P04040
ENSG00000291237	P04179
ENSG00000291237	P04179
ENSG00000291237	P04179
ENSG00000291237	P04179
ENSG00000291237	P04179
ENSG00000291237	P04179
ENSG00000213398	P04180
ENSG00000065154	P04181
ENSG00000065154	P04181
ENSG00000111640	P04406
ENSG00000111640	P04406
ENSG00000111640	P04406
ENSG00000111640	P04406
ENSG00000111640	P04406
ENSG00000126522	P04424
ENSG00000126522	P04424
ENSG00000126522	P04424
ENSG00000126522	P04424
ENSG00000126522	P04424
ENSG00000176890	P04818
ENSG00000176890	P04818
ENSG00000176890	P04818
ENSG00000163902	P04843
ENSG00000118520	P05089
ENSG00000118520	P05089
ENSG00000134001	P05198
ENSG00000134001	P05198
ENSG00000137818	P05386
ENSG00000137818	P05386
ENSG00000177600	P05387
ENSG00000177600	P05387
ENSG00000089157	P05388
ENSG00000089157	P05388
ENSG00000089157	P05388
ENSG00000089157	P05388
ENSG00000159199	P05496
ENSG00000159199	P05496
ENSG00000126088	P06132
ENSG00000110955	P06576
ENSG00000151247	P06730
ENSG00000151247	P06730
ENSG00000151247	P06730
ENSG00000100504	P06737
ENSG00000100504	P06737
ENSG00000105220	P06744
ENSG00000105220	P06744
ENSG00000155368	P07108
ENSG00000155368	P07108
ENSG00000155368	P07108
ENSG00000155368	P07108
ENSG00000155368	P07108
ENSG00000155368	P07108
ENSG00000155368	P07108
ENSG00000185624	P07237
ENSG00000117984	P07339
ENSG00000198931	P07741
ENSG00000198931	P07741
ENSG00000213930	P07902
ENSG00000213930	P07902
ENSG00000091483	P07954
ENSG00000085563	P08183
ENSG00000085563	P08183
ENSG00000085563	P08183
ENSG00000096384	P08238
ENSG00000096384	P08238
ENSG00000096384	P08238
ENSG00000096384	P08238
ENSG00000182934	P08240
ENSG00000182934	P08240
ENSG00000070669	P08243
ENSG00000070669	P08243
ENSG00000070669	P08243
ENSG00000070669	P08243
ENSG00000070669	P08243
ENSG00000070669	P08243
ENSG00000070669	P08243
ENSG00000256269	P08397
ENSG00000256269	P08397
ENSG00000256269	P08397
ENSG00000256269	P08397
ENSG00000256269	P08397
ENSG00000256269	P08397
ENSG00000131828	P08559
ENSG00000131828	P08559
ENSG00000131828	P08559
ENSG00000131828	P08559
ENSG00000179091	P08574
ENSG00000278229	P08708
ENSG00000182774	P08708
ENSG00000065135	P08754
ENSG00000168028	P08865
ENSG00000168028	P08865
ENSG00000168028	P08865
ENSG00000168028	P08865
ENSG00000168028	P08865
ENSG00000114686	P09001
ENSG00000060971	P09110
ENSG00000060971	P09110
ENSG00000165140	P09467
ENSG00000165140	P09467
ENSG00000100292	P09601
ENSG00000091140	P09622
ENSG00000091140	P09622
ENSG00000091140	P09622
ENSG00000131876	P09661
ENSG00000101868	P09884
ENSG00000111144	P09960
ENSG00000111144	P09960
ENSG00000111144	P09960
ENSG00000164032	P0C0S5
ENSG00000145002	P0C5J1
ENSG00000255009	P0CB47
ENSG00000188092	P0CG08
ENSG00000133433	P0CG30
ENSG00000278695	P0CG30
ENSG00000150991	P0CG48
ENSG00000150991	P0CG48
ENSG00000196459	P0DI81
ENSG00000196459	P0DI81
ENSG00000196459	P0DI81
ENSG00000196459	P0DI81
ENSG00000196459	P0DI81
ENSG00000196459	P0DI81
ENSG00000256060	P0DI82
ENSG00000256060	P0DI82
ENSG00000235941	P0DMV8
ENSG00000237724	P0DMV8
ENSG00000234475	P0DMV8
ENSG00000215328	P0DMV8
ENSG00000204389	P0DMV8
ENSG00000232804	P0DMV9
ENSG00000231555	P0DMV9
ENSG00000224501	P0DMV9
ENSG00000212866	P0DMV9
ENSG00000204388	P0DMV9
ENSG00000198668	P0DP23
ENSG00000143933	P0DP24
ENSG00000160014	P0DP25
ENSG00000160014	P0DP25
ENSG00000186184	P0DPB6
ENSG00000150768	P10515
ENSG00000150768	P10515
ENSG00000136810	P10599
ENSG00000136810	P10599
ENSG00000291596	P10606
ENSG00000135940	P10606
ENSG00000064601	P10619
ENSG00000064601	P10619
ENSG00000064601	P10619
ENSG00000064601	P10619
ENSG00000064601	P10619
ENSG00000163286	P10696
ENSG00000188690	P10746
ENSG00000188690	P10746
ENSG00000188690	P10746
ENSG00000139684	P10768
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000144381	P10809
ENSG00000044574	P11021
ENSG00000109971	P11142
ENSG00000109971	P11142
ENSG00000109971	P11142
ENSG00000109971	P11142
ENSG00000117394	P11166
ENSG00000114491	P11172
ENSG00000168291	P11177
ENSG00000168291	P11177
ENSG00000168291	P11177
ENSG00000198900	P11387
ENSG00000131747	P11388
ENSG00000160211	P11413
ENSG00000160211	P11413
ENSG00000160211	P11413
ENSG00000160211	P11413
ENSG00000160211	P11413
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000173599	P11498
ENSG00000100714	P11586
ENSG00000100714	P11586
ENSG00000197894	P11766
ENSG00000101911	P11908
ENSG00000101911	P11908
ENSG00000115758	P11926
ENSG00000115758	P11926
ENSG00000115758	P11926
ENSG00000115758	P11926
ENSG00000115758	P11926
ENSG00000132646	P12004
ENSG00000132646	P12004
ENSG00000111775	P12074
ENSG00000170445	P12081
ENSG00000170445	P12081
ENSG00000170445	P12081
ENSG00000170445	P12081
ENSG00000292334	P12236
ENSG00000169100	P12236
ENSG00000047410	P12270
ENSG00000047410	P12270
ENSG00000092054	P12883
ENSG00000124299	P12955
ENSG00000124299	P12955
ENSG00000124299	P12955
ENSG00000196419	P12956
ENSG00000196419	P12956
ENSG00000196419	P12956
ENSG00000196419	P12956
ENSG00000076248	P13051
ENSG00000076248	P13051
ENSG00000167658	P13639
ENSG00000133112	P13693
ENSG00000133112	P13693
ENSG00000133112	P13693
ENSG00000148218	P13716
ENSG00000102024	P13797
ENSG00000102024	P13797
ENSG00000102024	P13797
ENSG00000140374	P13804
ENSG00000140374	P13804
ENSG00000140374	P13804
ENSG00000104812	P13807
ENSG00000104812	P13807
ENSG00000108515	P13929
ENSG00000108515	P13929
ENSG00000108515	P13929
ENSG00000108515	P13929
ENSG00000188342	P13984
ENSG00000104957	P13994
ENSG00000104957	P13994
ENSG00000130175	P14314
ENSG00000130175	P14314
ENSG00000130175	P14314
ENSG00000160752	P14324
ENSG00000160752	P14324
ENSG00000160752	P14324
ENSG00000160752	P14324
ENSG00000160752	P14324
ENSG00000117448	P14550
ENSG00000117448	P14550
ENSG00000117448	P14550
ENSG00000067225	P14618
ENSG00000067225	P14618
ENSG00000067225	P14618
ENSG00000119912	P14735
ENSG00000119912	P14735
ENSG00000126267	P14854
ENSG00000126267	P14854
ENSG00000126267	P14854
ENSG00000115866	P14868
ENSG00000156467	P14927
ENSG00000156467	P14927
ENSG00000135821	P15104
ENSG00000135821	P15104
ENSG00000135821	P15104
ENSG00000135821	P15104
ENSG00000085662	P15121
ENSG00000103342	P15170
ENSG00000103342	P15170
ENSG00000103342	P15170
ENSG00000103342	P15170
ENSG00000164708	P15259
ENSG00000118939	P15374
ENSG00000291931	P15880
ENSG00000140988	P15880
ENSG00000117748	P15927
ENSG00000117748	P15927
ENSG00000117748	P15927
ENSG00000188486	P16104
ENSG00000188486	P16104
ENSG00000122912	P16260
ENSG00000124575	P16402
ENSG00000127948	P16435
ENSG00000120053	P17174
ENSG00000288516	P17612
ENSG00000288516	P17612
ENSG00000072062	P17612
ENSG00000072062	P17612
ENSG00000175354	P17706
ENSG00000175354	P17706
ENSG00000175354	P17706
ENSG00000175354	P17706
ENSG00000123505	P17707
ENSG00000171793	P17812
ENSG00000171793	P17812
ENSG00000171793	P17812
ENSG00000171793	P17812
ENSG00000171793	P17812
ENSG00000108654	P17844
ENSG00000108654	P17844
ENSG00000108654	P17844
ENSG00000108654	P17844
ENSG00000108654	P17844
ENSG00000165916	P17980
ENSG00000165916	P17980
ENSG00000120438	P17987
ENSG00000104884	P18074
ENSG00000104884	P18074
ENSG00000104884	P18074
