hsa	rno
ENSG00000010072	ENSRNOG00000021330
ENSG00000010256	ENSRNOG00000032134
ENSG00000010278	ENSRNOG00000019556
ENSG00000010310	ENSRNOG00000015860
ENSG00000010318	ENSRNOG00000018996
ENSG00000010361	ENSRNOG00000053084
ENSG00000010379	ENSRNOG00000012876
ENSG00000010610	ENSRNOG00000071219
ENSG00000010704	ENSRNOG00000016967
ENSG00000010810	ENSRNOG00000000596
ENSG00000010932	ENSRNOG00000034191
ENSG00000011009	ENSRNOG00000010067
ENSG00000011132	ENSRNOG00000020466
ENSG00000011198	ENSRNOG00000000221
ENSG00000011295	ENSRNOG00000002977
ENSG00000011304	ENSRNOG00000010448
ENSG00000011347	ENSRNOG00000026432
ENSG00000011465	ENSRNOG00000004554
ENSG00000011485	ENSRNOG00000016907
ENSG00000011566	ENSRNOG00000007172
ENSG00000011600	ENSRNOG00000020845
ENSG00000012660	ENSRNOG00000006331
ENSG00000012822	ENSRNOG00000015447
ENSG00000013016	ENSRNOG00000007744
ENSG00000013306	ENSRNOG00000020994
ENSG00000013523	ENSRNOG00000010567
ENSG00000013563	ENSRNOG00000055641
ENSG00000014123	ENSRNOG00000007831
ENSG00000014257	ENSRNOG00000011820
ENSG00000014641	ENSRNOG00000008103
ENSG00000015413	ENSRNOG00000015880
ENSG00000015475	ENSRNOG00000012439
ENSG00000015520	ENSRNOG00000049955
ENSG00000015592	ENSRNOG00000053334
ENSG00000016082	ENSRNOG00000012556
ENSG00000016391	ENSRNOG00000015859
ENSG00000016864	ENSRNOG00000018179
ENSG00000017427	ENSRNOG00000004517
ENSG00000017483	ENSRNOG00000027767
ENSG00000018236	ENSRNOG00000004438
ENSG00000018625	ENSRNOG00000007290
ENSG00000019186	ENSRNOG00000013062
ENSG00000019549	ENSRNOG00000047699
ENSG00000019582	ENSRNOG00000018735
ENSG00000020129	ENSRNOG00000011751
ENSG00000021300	ENSRNOG00000018627
ENSG00000021355	ENSRNOG00000016581
ENSG00000021488	ENSRNOG00000012344
ENSG00000021574	ENSRNOG00000027136
ENSG00000021826	ENSRNOG00000013704
ENSG00000021852	ENSRNOG00000007639
ENSG00000022267	ENSRNOG00000000875
ENSG00000022355	ENSRNOG00000003512
ENSG00000022840	ENSRNOG00000001172
ENSG00000023330	ENSRNOG00000056596
ENSG00000023572	ENSRNOG00000003385
ENSG00000023734	ENSRNOG00000007134
ENSG00000023839	ENSRNOG00000046727
ENSG00000023909	ENSRNOG00000013409
ENSG00000024422	ENSRNOG00000011346
ENSG00000025708	ENSRNOG00000032394
ENSG00000025770	ENSRNOG00000009598
ENSG00000026559	ENSRNOG00000054314
ENSG00000026652	ENSRNOG00000017731
ENSG00000027075	ENSRNOG00000004873
ENSG00000027644	ENSRNOG00000057702
ENSG00000028137	ENSRNOG00000016575
ENSG00000028528	ENSRNOG00000017029
ENSG00000029364	ENSRNOG00000005052
ENSG00000031698	ENSRNOG00000020255
ENSG00000032389	ENSRNOG00000009285
ENSG00000034510	ENSRNOG00000067030
ENSG00000034713	ENSRNOG00000019425
ENSG00000035141	ENSRNOG00000016273
ENSG00000035403	ENSRNOG00000010765
ENSG00000035862	ENSRNOG00000089169
ENSG00000036257	ENSRNOG00000015633
ENSG00000036473	ENSRNOG00000003370
ENSG00000036672	ENSRNOG00000006663
ENSG00000036828	ENSRNOG00000002265
ENSG00000037749	ENSRNOG00000002443
ENSG00000037757	ENSRNOG00000026211
ENSG00000038002	ENSRNOG00000000108
ENSG00000038210	ENSRNOG00000003924
ENSG00000038274	ENSRNOG00000003177
ENSG00000038427	ENSRNOG00000029212
ENSG00000039068	ENSRNOG00000020151
ENSG00000039523	ENSRNOG00000017604
ENSG00000039560	ENSRNOG00000028872
ENSG00000040275	ENSRNOG00000007292
ENSG00000040341	ENSRNOG00000042458
ENSG00000040608	ENSRNOG00000030920
ENSG00000041353	ENSRNOG00000012176
ENSG00000041357	ENSRNOG00000013493
ENSG00000041515	ENSRNOG00000016483
ENSG00000041802	ENSRNOG00000001727
ENSG00000042088	ENSRNOG00000003831
ENSG00000042753	ENSRNOG00000015865
ENSG00000044012	ENSRNOG00000008979
ENSG00000047579	ENSRNOG00000048719
ENSG00000047621	ENSRNOG00000055036
ENSG00000048028	ENSRNOG00000007325
ENSG00000048162	ENSRNOG00000017284
ENSG00000048544	ENSRNOG00000022609
ENSG00000048740	ENSRNOG00000023661
ENSG00000049130	ENSRNOG00000005386
ENSG00000049247	ENSRNOG00000018393
ENSG00000049283	ENSRNOG00000003284
ENSG00000049541	ENSRNOG00000001457
ENSG00000049860	ENSRNOG00000025274
ENSG00000050030	ENSRNOG00000021589
ENSG00000050405	ENSRNOG00000059801
ENSG00000050438	ENSRNOG00000028879
ENSG00000050767	ENSRNOG00000003349
ENSG00000051523	ENSRNOG00000013014
ENSG00000052723	ENSRNOG00000017502
ENSG00000052802	ENSRNOG00000032297
ENSG00000052841	ENSRNOG00000010495
ENSG00000053328	ENSRNOG00000024221
ENSG00000053371	ENSRNOG00000017780
ENSG00000053770	ENSRNOG00000014148
ENSG00000054116	ENSRNOG00000010550
ENSG00000054118	ENSRNOG00000009977
ENSG00000054523	ENSRNOG00000057626
ENSG00000055044	ENSRNOG00000016486
ENSG00000055208	ENSRNOG00000016054
ENSG00000056291	ENSRNOG00000003067
ENSG00000057294	ENSRNOG00000001825
ENSG00000057593	ENSRNOG00000032737
ENSG00000057608	ENSRNOG00000018091
ENSG00000057663	ENSRNOG00000000322
ENSG00000058262	ENSRNOG00000013743
ENSG00000058272	ENSRNOG00000004925
ENSG00000058668	ENSRNOG00000003031
ENSG00000058799	ENSRNOG00000010512
ENSG00000058866	ENSRNOG00000001796
ENSG00000059377	ENSRNOG00000007918
ENSG00000059758	ENSRNOG00000004148
ENSG00000060237	ENSRNOG00000009956
ENSG00000060566	ENSRNOG00000032202
ENSG00000060642	ENSRNOG00000000121
ENSG00000060718	ENSRNOG00000023148
ENSG00000060762	ENSRNOG00000012415
ENSG00000060971	ENSRNOG00000067803
ENSG00000061337	ENSRNOG00000011826
ENSG00000061918	ENSRNOG00000012060
ENSG00000061936	ENSRNOG00000000931
ENSG00000062282	ENSRNOG00000016573
ENSG00000062716	ENSRNOG00000003967
ENSG00000062725	ENSRNOG00000027654
ENSG00000063978	ENSRNOG00000013930
ENSG00000064012	ENSRNOG00000012331
ENSG00000064115	ENSRNOG00000001817
ENSG00000064218	ENSRNOG00000016284
ENSG00000064270	ENSRNOG00000049334
ENSG00000064652	ENSRNOG00000017488
ENSG00000064787	ENSRNOG00000012906
ENSG00000064835	ENSRNOG00000000715
ENSG00000064989	ENSRNOG00000054695
ENSG00000064995	ENSRNOG00000024601
ENSG00000065154	ENSRNOG00000016807
ENSG00000065325	ENSRNOG00000003683
ENSG00000065357	ENSRNOG00000022943
ENSG00000065427	ENSRNOG00000019456
ENSG00000065485	ENSRNOG00000032327
ENSG00000065548	ENSRNOG00000005256
ENSG00000065600	ENSRNOG00000003915
ENSG00000065621	ENSRNOG00000069697
ENSG00000065809	ENSRNOG00000014886
ENSG00000066044	ENSRNOG00000001069
ENSG00000066136	ENSRNOG00000010735
ENSG00000066230	ENSRNOG00000015159
ENSG00000066336	ENSRNOG00000012172
ENSG00000066379	ENSRNOG00000000779
ENSG00000066382	ENSRNOG00000004863
ENSG00000066405	ENSRNOG00000030386
ENSG00000066427	ENSRNOG00000005470
ENSG00000066629	ENSRNOG00000043143
ENSG00000066777	ENSRNOG00000005703
ENSG00000066855	ENSRNOG00000021359
ENSG00000066923	ENSRNOG00000001360
ENSG00000067057	ENSRNOG00000017163
ENSG00000067533	ENSRNOG00000002450
ENSG00000067560	ENSRNOG00000050519
ENSG00000067606	ENSRNOG00000015480
ENSG00000067715	ENSRNOG00000006426
ENSG00000067836	ENSRNOG00000003125
ENSG00000067842	ENSRNOG00000061304
ENSG00000068097	ENSRNOG00000002542
ENSG00000068366	ENSRNOG00000019180
ENSG00000068383	ENSRNOG00000017635
ENSG00000068400	ENSRNOG00000009071
ENSG00000068745	ENSRNOG00000020361
ENSG00000068885	ENSRNOG00000009808
ENSG00000068971	ENSRNOG00000021025
ENSG00000069011	ENSRNOG00000011423
ENSG00000069122	ENSRNOG00000011154
ENSG00000069275	ENSRNOG00000047287
ENSG00000069424	ENSRNOG00000011550
ENSG00000069482	ENSRNOG00000015156
ENSG00000069509	ENSRNOG00000003470
ENSG00000069535	ENSRNOG00000029778
ENSG00000069702	ENSRNOG00000002093
ENSG00000069812	ENSRNOG00000010490
ENSG00000069849	ENSRNOG00000011501
ENSG00000069956	ENSRNOG00000009381
ENSG00000069974	ENSRNOG00000052499
ENSG00000070010	ENSRNOG00000047394
ENSG00000070019	ENSRNOG00000009031
ENSG00000070087	ENSRNOG00000017427
ENSG00000070193	ENSRNOG00000012278
ENSG00000070367	ENSRNOG00000013804
ENSG00000070404	ENSRNOG00000009311
ENSG00000070501	ENSRNOG00000019150
ENSG00000070614	ENSRNOG00000019014
ENSG00000070669	ENSRNOG00000007546
ENSG00000070718	ENSRNOG00000018650
ENSG00000070756	ENSRNOG00000008639
ENSG00000070759	ENSRNOG00000017282
ENSG00000070785	ENSRNOG00000018375
ENSG00000070831	ENSRNOG00000013536
ENSG00000071082	ENSRNOG00000013508
ENSG00000071127	ENSRNOG00000028498
ENSG00000071243	ENSRNOG00000005496
ENSG00000071539	ENSRNOG00000015810
ENSG00000071677	ENSRNOG00000019871
ENSG00000071967	ENSRNOG00000009620
ENSG00000071994	ENSRNOG00000001490
ENSG00000072041	ENSRNOG00000027468
ENSG00000072080	ENSRNOG00000053244
ENSG00000072110	ENSRNOG00000056756
ENSG00000072195	ENSRNOG00000019850
ENSG00000072274	ENSRNOG00000001766
ENSG00000072310	ENSRNOG00000003463
ENSG00000072401	ENSRNOG00000000611
ENSG00000072415	ENSRNOG00000008788
ENSG00000072657	ENSRNOG00000005278
ENSG00000072694	ENSRNOG00000049422
ENSG00000072736	ENSRNOG00000054264
ENSG00000072832	ENSRNOG00000004781
ENSG00000072864	ENSRNOG00000058007
ENSG00000072958	ENSRNOG00000014454
ENSG00000073050	ENSRNOG00000019915
ENSG00000073150	ENSRNOG00000055530
ENSG00000073282	ENSRNOG00000001924
ENSG00000073584	ENSRNOG00000010676
ENSG00000073734	ENSRNOG00000050860
ENSG00000073737	ENSRNOG00000065735
ENSG00000073756	ENSRNOG00000002525
ENSG00000073849	ENSRNOG00000001823
ENSG00000074319	ENSRNOG00000013381
ENSG00000074416	ENSRNOG00000014508
ENSG00000074621	ENSRNOG00000052051
ENSG00000074771	ENSRNOG00000016490
ENSG00000074800	ENSRNOG00000017895
ENSG00000075073	ENSRNOG00000050658
ENSG00000075131	ENSRNOG00000043068
ENSG00000075213	ENSRNOG00000023337
ENSG00000075239	ENSRNOG00000007862
ENSG00000075303	ENSRNOG00000022837
ENSG00000075336	ENSRNOG00000015142
ENSG00000075340	ENSRNOG00000015903
ENSG00000075429	ENSRNOG00000003288
ENSG00000075461	ENSRNOG00000003262
ENSG00000075624	ENSRNOG00000034254
ENSG00000075785	ENSRNOG00000012247
ENSG00000075884	ENSRNOG00000031168
ENSG00000075886	ENSRNOG00000032967
ENSG00000076043	ENSRNOG00000018939
ENSG00000076258	ENSRNOG00000003400
ENSG00000076321	ENSRNOG00000002875
ENSG00000076351	ENSRNOG00000010291
ENSG00000076641	ENSRNOG00000087915
ENSG00000076685	ENSRNOG00000020179
ENSG00000076706	ENSRNOG00000007726
ENSG00000076924	ENSRNOG00000000988
ENSG00000076984	ENSRNOG00000001047
ENSG00000077063	ENSRNOG00000061845
ENSG00000077232	ENSRNOG00000006803
ENSG00000077238	ENSRNOG00000015441
ENSG00000077264	ENSRNOG00000004676
ENSG00000077549	ENSRNOG00000007330
ENSG00000077800	ENSRNOG00000001451
ENSG00000078061	ENSRNOG00000010838
ENSG00000078081	ENSRNOG00000022792
ENSG00000078142	ENSRNOG00000017840
ENSG00000078369	ENSRNOG00000016638
ENSG00000078401	ENSRNOG00000014361
ENSG00000078549	ENSRNOG00000012098
ENSG00000078579	ENSRNOG00000000109
ENSG00000079112	ENSRNOG00000015562
ENSG00000079257	ENSRNOG00000013572
ENSG00000079385	ENSRNOG00000020578
ENSG00000079462	ENSRNOG00000020481
ENSG00000079482	ENSRNOG00000026573
ENSG00000079616	ENSRNOG00000020281
ENSG00000079785	ENSRNOG00000006652
ENSG00000079950	ENSRNOG00000015670
ENSG00000080293	ENSRNOG00000049766
ENSG00000080371	ENSRNOG00000003923
ENSG00000080618	ENSRNOG00000010935
ENSG00000080815	ENSRNOG00000009110
ENSG00000080819	ENSRNOG00000001654
ENSG00000080824	ENSRNOG00000059714
ENSG00000081041	ENSRNOG00000002792
ENSG00000081154	ENSRNOG00000028411
ENSG00000081307	ENSRNOG00000011027
ENSG00000081320	ENSRNOG00000012502
ENSG00000081721	ENSRNOG00000003100
ENSG00000081791	ENSRNOG00000019276
ENSG00000081800	ENSRNOG00000008121
ENSG00000082068	ENSRNOG00000013336
ENSG00000082074	ENSRNOG00000013886
ENSG00000082153	ENSRNOG00000013977
ENSG00000082458	ENSRNOG00000002767
ENSG00000082482	ENSRNOG00000002653
ENSG00000082556	ENSRNOG00000007647
ENSG00000082898	ENSRNOG00000009935
ENSG00000082996	ENSRNOG00000029209
ENSG00000083099	ENSRNOG00000043105
ENSG00000083123	ENSRNOG00000009928
ENSG00000083168	ENSRNOG00000025174
ENSG00000083454	ENSRNOG00000019208
ENSG00000083544	ENSRNOG00000009034
ENSG00000083635	ENSRNOG00000001033
ENSG00000083720	ENSRNOG00000043094
ENSG00000083750	ENSRNOG00000062421
ENSG00000083807	ENSRNOG00000019626
ENSG00000084110	ENSRNOG00000004502
ENSG00000084207	ENSRNOG00000018237
ENSG00000084453	ENSRNOG00000047493
ENSG00000084463	ENSRNOG00000005505
ENSG00000084754	ENSRNOG00000024629
ENSG00000084764	ENSRNOG00000008961
ENSG00000085063	ENSRNOG00000042821
ENSG00000085265	ENSRNOG00000009342
ENSG00000085365	ENSRNOG00000061582
ENSG00000085382	ENSRNOG00000000327
ENSG00000085552	ENSRNOG00000008054
ENSG00000085998	ENSRNOG00000023455
ENSG00000086061	ENSRNOG00000007029
ENSG00000086065	ENSRNOG00000008672
ENSG00000086159	ENSRNOG00000063448
ENSG00000086232	ENSRNOG00000001050
ENSG00000086289	ENSRNOG00000060141
ENSG00000086544	ENSRNOG00000013945
ENSG00000086589	ENSRNOG00000019235
ENSG00000086598	ENSRNOG00000001053
ENSG00000086717	ENSRNOG00000027331
ENSG00000086827	ENSRNOG00000054479
ENSG00000086991	ENSRNOG00000013925
ENSG00000087086	ENSRNOG00000064385
ENSG00000087095	ENSRNOG00000071257
ENSG00000087111	ENSRNOG00000011366
ENSG00000087191	ENSRNOG00000010038
ENSG00000087206	ENSRNOG00000016891
ENSG00000087245	ENSRNOG00000016695
ENSG00000087258	ENSRNOG00000019482
ENSG00000087303	ENSRNOG00000000341
ENSG00000087470	ENSRNOG00000001813
ENSG00000087842	ENSRNOG00000003674
ENSG00000087903	ENSRNOG00000045846
ENSG00000088002	ENSRNOG00000021046
ENSG00000088035	ENSRNOG00000009045
ENSG00000088367	ENSRNOG00000057817
ENSG00000088682	ENSRNOG00000016190
ENSG00000088766	ENSRNOG00000021273
ENSG00000088888	ENSRNOG00000025295
ENSG00000088986	ENSRNOG00000083010
ENSG00000089006	ENSRNOG00000006077
ENSG00000089048	ENSRNOG00000004777
ENSG00000089057	ENSRNOG00000021262
ENSG00000089060	ENSRNOG00000001383
ENSG00000089091	ENSRNOG00000007440
ENSG00000089116	ENSRNOG00000001392
ENSG00000089157	ENSRNOG00000001148
ENSG00000089248	ENSRNOG00000001348
ENSG00000089289	ENSRNOG00000026267
ENSG00000089356	ENSRNOG00000080106
ENSG00000089472	ENSRNOG00000012294
ENSG00000089692	ENSRNOG00000021334
ENSG00000089818	ENSRNOG00000009236
ENSG00000090020	ENSRNOG00000007982
ENSG00000090054	ENSRNOG00000010882
ENSG00000090104	ENSRNOG00000003895
ENSG00000090273	ENSRNOG00000051720
ENSG00000090316	ENSRNOG00000005397
ENSG00000090339	ENSRNOG00000020679
ENSG00000090487	ENSRNOG00000015019
ENSG00000090520	ENSRNOG00000001803
ENSG00000090530	ENSRNOG00000055751
ENSG00000090861	ENSRNOG00000018404
ENSG00000091010	ENSRNOG00000018842
ENSG00000091106	ENSRNOG00000005810
ENSG00000091137	ENSRNOG00000058692
ENSG00000091138	ENSRNOG00000006878
ENSG00000091140	ENSRNOG00000006364
ENSG00000091157	ENSRNOG00000018387
ENSG00000091164	ENSRNOG00000018818
ENSG00000091482	ENSRNOG00000007495
ENSG00000091483	ENSRNOG00000003653
ENSG00000091513	ENSRNOG00000030625
ENSG00000091527	ENSRNOG00000010186
ENSG00000091542	ENSRNOG00000028341
ENSG00000091704	ENSRNOG00000010725
ENSG00000091879	ENSRNOG00000016696
ENSG00000091986	ENSRNOG00000002052
ENSG00000092009	ENSRNOG00000020563
ENSG00000092020	ENSRNOG00000023591
ENSG00000092067	ENSRNOG00000014282
ENSG00000092068	ENSRNOG00000014311
ENSG00000092094	ENSRNOG00000009333
ENSG00000092108	ENSRNOG00000031203
ENSG00000092208	ENSRNOG00000004360
ENSG00000092531	ENSRNOG00000050552
ENSG00000092621	ENSRNOG00000019328
ENSG00000092820	ENSRNOG00000018524
ENSG00000092850	ENSRNOG00000011033
ENSG00000092871	ENSRNOG00000007596
ENSG00000092964	ENSRNOG00000009625
ENSG00000093010	ENSRNOG00000001889
ENSG00000093167	ENSRNOG00000021047
ENSG00000094755	ENSRNOG00000032417
ENSG00000095059	ENSRNOG00000004219
ENSG00000095139	ENSRNOG00000061108
ENSG00000095203	ENSRNOG00000056550
ENSG00000095209	ENSRNOG00000028063
ENSG00000095321	ENSRNOG00000018145
ENSG00000095383	ENSRNOG00000023348
ENSG00000095585	ENSRNOG00000013967
ENSG00000095739	ENSRNOG00000016066
ENSG00000095794	ENSRNOG00000014900
ENSG00000095906	ENSRNOG00000015090
ENSG00000096088	ENSRNOG00000014492
ENSG00000096401	ENSRNOG00000019975
ENSG00000096696	ENSRNOG00000013928
ENSG00000096968	ENSRNOG00000059968
ENSG00000097033	ENSRNOG00000012957
ENSG00000099139	ENSRNOG00000012036
ENSG00000099194	ENSRNOG00000013552
ENSG00000099203	ENSRNOG00000008037
ENSG00000099246	ENSRNOG00000018972
ENSG00000099250	ENSRNOG00000010744
ENSG00000099260	ENSRNOG00000058609
ENSG00000099365	ENSRNOG00000019193
ENSG00000099622	ENSRNOG00000088478
ENSG00000099721	ENSRNOG00000003965
ENSG00000099785	ENSRNOG00000007769
ENSG00000099797	ENSRNOG00000021808
ENSG00000099817	ENSRNOG00000013545
ENSG00000099822	ENSRNOG00000008831
ENSG00000099834	ENSRNOG00000017762
ENSG00000099864	ENSRNOG00000009760
ENSG00000099866	ENSRNOG00000008217
ENSG00000099875	ENSRNOG00000029028
ENSG00000099889	ENSRNOG00000001888
ENSG00000099910	ENSRNOG00000001878
ENSG00000099937	ENSRNOG00000001865
ENSG00000099942	ENSRNOG00000001868
ENSG00000099953	ENSRNOG00000028344
ENSG00000099957	ENSRNOG00000001873
ENSG00000099985	ENSRNOG00000024390
ENSG00000099998	ENSRNOG00000062276
ENSG00000100012	ENSRNOG00000004555
ENSG00000100014	ENSRNOG00000001303
ENSG00000100024	ENSRNOG00000038258
ENSG00000100029	ENSRNOG00000004515
ENSG00000100030	ENSRNOG00000001849
ENSG00000100031	ENSRNOG00000047697
ENSG00000100034	ENSRNOG00000037909
ENSG00000100036	ENSRNOG00000004168
ENSG00000100053	ENSRNOG00000047673
ENSG00000100075	ENSRNOG00000038001
ENSG00000100092	ENSRNOG00000009360
ENSG00000100097	ENSRNOG00000009884
ENSG00000100100	ENSRNOG00000018859
ENSG00000100109	ENSRNOG00000000663
ENSG00000100122	ENSRNOG00000047653
ENSG00000100138	ENSRNOG00000025154
ENSG00000100139	ENSRNOG00000026212
ENSG00000100142	ENSRNOG00000011214
ENSG00000100146	ENSRNOG00000011305
ENSG00000100147	ENSRNOG00000007262
ENSG00000100156	ENSRNOG00000012090
ENSG00000100170	ENSRNOG00000017775
ENSG00000100191	ENSRNOG00000049734
ENSG00000100197	ENSRNOG00000032261
ENSG00000100220	ENSRNOG00000004813
ENSG00000100221	ENSRNOG00000014440
ENSG00000100225	ENSRNOG00000004637
ENSG00000100226	ENSRNOG00000014634
ENSG00000100243	ENSRNOG00000009592
ENSG00000100253	ENSRNOG00000008694
ENSG00000100258	ENSRNOG00000030633
ENSG00000100263	ENSRNOG00000027032
ENSG00000100266	ENSRNOG00000009756
ENSG00000100271	ENSRNOG00000010141
ENSG00000100288	ENSRNOG00000011404
ENSG00000100296	ENSRNOG00000008456
ENSG00000100300	ENSRNOG00000010549
ENSG00000100302	ENSRNOG00000014761
ENSG00000100314	ENSRNOG00000057703
ENSG00000100316	ENSRNOG00000016896
ENSG00000100320	ENSRNOG00000004688
ENSG00000100321	ENSRNOG00000017108
ENSG00000100330	ENSRNOG00000007120
ENSG00000100335	ENSRNOG00000017553
ENSG00000100347	ENSRNOG00000011952
ENSG00000100353	ENSRNOG00000005804
ENSG00000100362	ENSRNOG00000006471
ENSG00000100395	ENSRNOG00000024743
ENSG00000100412	ENSRNOG00000024128
ENSG00000100416	ENSRNOG00000016465
ENSG00000100429	ENSRNOG00000031915
ENSG00000100433	ENSRNOG00000003813
ENSG00000100448	ENSRNOG00000020647
ENSG00000100453	ENSRNOG00000049976
ENSG00000100490	ENSRNOG00000038720
ENSG00000100504	ENSRNOG00000006388
ENSG00000100505	ENSRNOG00000007031
ENSG00000100526	ENSRNOG00000009785
ENSG00000100565	ENSRNOG00000052456
ENSG00000100567	ENSRNOG00000007851
ENSG00000100568	ENSRNOG00000060436
ENSG00000100575	ENSRNOG00000008222
ENSG00000100650	ENSRNOG00000005513
ENSG00000100652	ENSRNOG00000005794
ENSG00000100664	ENSRNOG00000010218
ENSG00000100678	ENSRNOG00000029871
ENSG00000100731	ENSRNOG00000007459
ENSG00000100739	ENSRNOG00000004488
ENSG00000100883	ENSRNOG00000032776
ENSG00000100890	ENSRNOG00000007043
ENSG00000100902	ENSRNOG00000007114
ENSG00000100906	ENSRNOG00000007390
ENSG00000100983	ENSRNOG00000018964
ENSG00000100997	ENSRNOG00000036934
ENSG00000101000	ENSRNOG00000019330
ENSG00000101049	ENSRNOG00000033573
ENSG00000101079	ENSRNOG00000036813
ENSG00000101126	ENSRNOG00000010975
ENSG00000101138	ENSRNOG00000004775
ENSG00000101146	ENSRNOG00000021295
ENSG00000101152	ENSRNOG00000015202
ENSG00000101160	ENSRNOG00000050697
ENSG00000101161	ENSRNOG00000051498
ENSG00000101166	ENSRNOG00000046644
ENSG00000101180	ENSRNOG00000061153
ENSG00000101188	ENSRNOG00000028708
ENSG00000101200	ENSRNOG00000021229
ENSG00000101210	ENSRNOG00000072254
ENSG00000101220	ENSRNOG00000021245
ENSG00000101247	ENSRNOG00000004784
ENSG00000101255	ENSRNOG00000007319
ENSG00000101266	ENSRNOG00000005276
ENSG00000101298	ENSRNOG00000009588
ENSG00000101323	ENSRNOG00000004601
ENSG00000101336	ENSRNOG00000009331
ENSG00000101337	ENSRNOG00000009406
ENSG00000101346	ENSRNOG00000010104
ENSG00000101349	ENSRNOG00000005509
ENSG00000101367	ENSRNOG00000011798
ENSG00000101405	ENSRNOG00000021225
ENSG00000101412	ENSRNOG00000072439
ENSG00000101417	ENSRNOG00000016975
ENSG00000101438	ENSRNOG00000015393
ENSG00000101439	ENSRNOG00000005195
ENSG00000101443	ENSRNOG00000014739
ENSG00000101444	ENSRNOG00000017777
ENSG00000101460	ENSRNOG00000025443
ENSG00000101463	ENSRNOG00000031536
ENSG00000101464	ENSRNOG00000025181
ENSG00000101558	ENSRNOG00000014765
ENSG00000101638	ENSRNOG00000022691
ENSG00000101654	ENSRNOG00000016698
ENSG00000101670	ENSRNOG00000018694
ENSG00000101773	ENSRNOG00000012899
ENSG00000101842	ENSRNOG00000054219
ENSG00000101856	ENSRNOG00000012786
ENSG00000101871	ENSRNOG00000003613
ENSG00000101890	ENSRNOG00000019086
ENSG00000101928	ENSRNOG00000066239
ENSG00000101955	ENSRNOG00000088892
ENSG00000101966	ENSRNOG00000006967
ENSG00000101986	ENSRNOG00000056524
ENSG00000101997	ENSRNOG00000010846
ENSG00000102054	ENSRNOG00000005157
ENSG00000102076	ENSRNOG00000051529
ENSG00000102081	ENSRNOG00000057464
ENSG00000102144	ENSRNOG00000058249
ENSG00000102145	ENSRNOG00000047663
ENSG00000102265	ENSRNOG00000010208
ENSG00000102359	ENSRNOG00000003715
ENSG00000102383	ENSRNOG00000002751
ENSG00000102385	ENSRNOG00000026704
ENSG00000102401	ENSRNOG00000025730
ENSG00000102409	ENSRNOG00000062806
ENSG00000102466	ENSRNOG00000009288
ENSG00000102468	ENSRNOG00000010063
ENSG00000102572	ENSRNOG00000011511
ENSG00000102580	ENSRNOG00000010352
ENSG00000102678	ENSRNOG00000011471
ENSG00000102738	ENSRNOG00000011839
ENSG00000102743	ENSRNOG00000011881
